gene,tissue,logFC,adj_p_value
NBPF13P,Liver,0.588,3.32e-05
NBPF22P,Liver,-1.465061,5.51e-05
NBPF7P,Liver,-0.67654,0.00629
NBPF9,Liver,0.97215717,0.0004055
NCAN,Liver,1.705429,2.62e-08
NCCRP1,Liver,-1.988377,2.48e-05
NCOA5,Liver,0.870742,0.00275
NCOA7-AS1,Liver,0.619,0.000108
NCOR1P1,Liver,0.92016,2.29e-05
NCRNA00250,Liver,0.994,8.01e-05
ND1,Liver,-0.819,0.000174
ND3,Liver,-0.715,0.000296
NDEL1,Liver,2.554225,1.47e-07
NDRG1,Liver,0.976,2.2e-11
NDST2,Liver,-1.519527,0.00181
NDUFA10,Liver,2.738641,5.42e-11
NDUFA13,Liver,-0.728,0.000934
NDUFA4L2,Liver,-0.794,0.00674
NDUFA9,Liver,-1.275835,0.0192
NDUFAB1,Liver,-1.040374,0.0076
NDUFAF8,Liver,0.955476,1.3e-05
NDUFB2-AS1,Liver,-0.739,0.00291
NDUFB3,Liver,1.609991,1.54e-07
NDUFB7,Liver,2.691574,8.16e-05
NDUFC2-KCTD14///KCTD14,Liver,-1.41,4.58e-13
NDUFS3,Liver,-0.877623,2.17e-05
NDUFS5,Liver,1.80495,1.66e-05
NDUFV1,Liver,1.707146,0.000849
NDUFV1-DT,Liver,-3.291401,7.32e-06
NEB,Liver,-0.844143,7.79e-05
NECTIN4,Liver,-2.017865,0.00287
NEFH,Liver,-1.006392,0.000576
NEK3,Liver,-2.678287,0.000466
NET1,Liver,1.690484,1.11e-06
NEU4,Liver,1.66427394,0.0057574
NEURL1,Liver,0.963047,0.000143
NEURL3,Liver,-2.578374,2.33e-08
NEXN-AS1,Liver,-1.390099,0.000108
NFASC,Liver,1.71,7.46e-15
NFAT5,Liver,2.179966,1.59e-09
NFATC2IP,Liver,0.952717,6.92e-06
NFE2,Liver,-1.685065,0.00133
NFU1,Liver,0.792802,0.000333
NHLRC1,Liver,-1.075047,0.000598
NHLRC4,Liver,-0.827428,0.00628
NIM1K,Liver,-1.583616,1.13e-06
NIPAL1,Liver,2.219497,9.66e-07
NKAIN2,Liver,-0.971662,0.00103
NKAIN3,Liver,0.694,0.00182
NKAIN3-IT1,Liver,0.649,0.00326
NKAP,Liver,1.415758,7.72e-06
NKAPD1,Liver,1.038878,5.9e-06
NKD2,Liver,-2.836145,2.47e-08
NKX2-5,Liver,-1.745421,0.000538
NKX3-1,Liver,-0.621,3.01e-12
NKX6-3,Liver,1.066307,1.78e-06
NLRP9,Liver,-1.237159,2.62e-06
NMRK2,Liver,-4.888499,5.97e-09
NMS,Liver,-1.620357,0.000985
NOL12,Liver,-2.959276,3.04e-09
NOL4,Liver,-2.187347,1.76e-05
NOL4L-DT,Liver,-1.788208,3.95e-05
NOP14-AS1,Liver,-1.884534,3.07e-06
NOP16,Liver,1.12412,0.00112
NOP2,Liver,1.172129,1.98e-06
NOTCH2NLA,Liver,1.356132,5.88e-07
NOX5,Liver,-2.493496,2.85e-08
NOXA1,Liver,-2.50581,0.000482
NPAS1,Liver,-1.920029,0.0071
NPB,Liver,0.736111,0.000774
NPBWR2,Liver,-0.98244,5.51e-05
NPEPL1,Liver,-0.695,5.63e-06
NPIPA5///NPIPB5///LOC613037///NPIPB4///NPIPB3,Liver,1.28,4.19e-11
NPIPB12,Liver,3.218398,1.43e-14
NPL,Liver,0.954,6.31e-07
NPM2,Liver,-1.13,5.25e-07
NPM3,Liver,-0.588,0.000339
NPS,Liver,-0.680489,0.0114
NPSR1-AS1,Liver,-1.605689,1.95e-06
NPTX2,Liver,-1.746971,2.54e-05
NPVF,Liver,-0.873457,0.00159
NPW,Liver,-0.768562,0.0267
NPY,Liver,-0.711522,0.0103
NPY4R,Liver,-5.067465,3.8e-13
NPY6R,Liver,-0.646,1.78e-07
NPY6RP,Liver,1.25693,0.000456
NR1D1///THRA,Liver,-0.902,4.86e-11
NR2C2,Liver,1.788569,1.57e-07
NRADDP,Liver,-3.363201,2.66e-12
NRG1,Liver,-0.982,2.42e-05
NRIP2,Liver,1.314746,2.96e-07
NRK,Liver,1.236133,1.42e-06
NRL,Liver,-1.56856,7.06e-05
NSD2,Liver,1.106231,9.4e-06
NSD3,Liver,1.40647,4.9e-06
NSDHL,Liver,-0.971,3.64e-09
NSMCE4A,Liver,-1.2245,0.00467
NTM,Liver,-3.347242,2.42e-07
NTMT1,Liver,1.73735,7.21e-08
NTMT2,Liver,-2.255491,4.59e-05
NTN3,Liver,-1.154473,0.00136
NUCLEOLIN,Liver,1.273386,4.16e-06
NUDT16L2P,Liver,1.669574,3.09e-07
NUDT2,Liver,-1.225254,0.00361
NUDT22,Liver,-0.732,0.000142
NUDT5,Liver,1.901151,4.12e-05
NUDT6,Liver,3.081967,2e-06
NUDT8,Liver,1.167265,2.64e-05
NUP214,Liver,-0.586,4.96e-09
NUP42,Liver,1.358849,1.49e-05
NUP43,Liver,1.167423,1.26e-06
NUP58,Liver,0.835804,0.00102
NUP85,Liver,0.965377,0.0181
NUS1///NUS1P3,Liver,-0.941,3.07e-13
NUTF2P4///NUTF2,Liver,-0.719,3.12e-08
NUTM2G,Liver,-4.96341,2.87e-09
NXF5,Liver,-0.7926,0.00902
NXPH2,Liver,-1.689066,3.49e-06
OBI1,Liver,1.495208,1.1e-08
OC90,Liver,-1.87305,3.13e-05
OCM2,Liver,0.866758,0.000242
ODAD4,Liver,-3.428638,6.19e-11
ODAPH,Liver,-1.773538,7.98e-06
OGDHL,Liver,2.177943,6.57e-10
OGFOD2,Liver,-0.818,1.22e-14
OMD,Liver,0.801,2.38e-06
ONECUT1,Liver,2.576326,2.71e-08
ONECUT3,Liver,-1.106183,0.0198
OOEP,Liver,-1.461105,0.0223
OPN1LW,Liver,-1.233913,0.0371
OPN4,Liver,-2.278041,5.06e-05
OPRD1,Liver,1.294836,2.06e-05
OR10A3,Liver,-1.539029,1.76e-05
OR10A4,Liver,-1.539797,0.000182
OR10A6,Liver,-1.489729,3.19e-05
OR10G2,Liver,-1.281924,1.24e-06
OR10G3,Liver,-1.494153,0.00147
OR10G7,Liver,-1.165386,0.0359
OR10G8,Liver,-4.031841,6.72e-05
OR10G9,Liver,-2.119884,0.000233
OR10H2,Liver,-1.423494,0.000345
OR10H4,Liver,-1.028381,0.0253
OR10H5,Liver,-1.350233,1.28e-05
OR10J5,Liver,-0.928654,0.0117
OR10P1,Liver,-1.013015,0.0062
OR10Q1,Liver,-2.441957,0.00118
OR10S1,Liver,-1.201169,0.0174
OR10V1,Liver,-2.46967,0.000443
OR10W1,Liver,0.814897,0.000236
OR10X1,Liver,-1.270832,0.022
OR10Z1,Liver,-0.949035,0.000797
OR11H12,Liver,-4.832336,1.94e-08
OR11H6,Liver,-1.26524,0.000537
OR11L1,Liver,-0.733455,0.0257
OR13A1,Liver,-3.723412,1.18e-06
OR13C2,Liver,0.798992,0.00157
OR13C5,Liver,0.602,0.0234
OR13C9,Liver,0.802,0.00348
OR13F1,Liver,-1.392788,0.00107
OR13G1,Liver,-0.886376,0.00834
OR13H1,Liver,-0.664167,0.0298
OR13J1,Liver,-1.916298,0.0058
OR14A16,Liver,-0.911932,0.0271
OR14A2,Liver,1.14,0.000416
OR14C36,Liver,-2.485345,1.01e-06
OR14I1,Liver,-1.320174,0.00695
OR14J1,Liver,-1.546121,0.00353
OR14K1,Liver,-1.642716,0.0055
OR1D2,Liver,1.229523,3.95e-07
OR1D4,Liver,-1.003065,0.0045
OR1I1,Liver,-2.168274,9.35e-06
OR1J1,Liver,-1.551693,1.6e-06
OR1J2,Liver,0.587437,0.00937
OR1K1,Liver,-1.201664,0.0124
OR1L1,Liver,-0.731899,0.00136
OR1L6,Liver,-1.186502,0.000323
OR1L8,Liver,-0.908935,0.0147
OR1M1,Liver,-4.305155,1.36e-05
OR1N1,Liver,-1.871784,8.19e-07
OR1N2,Liver,-0.779367,0.00289
OR1S1,Liver,-0.814474,0.0114
OR2A1,Liver,-2.994804,1.87e-06
OR2A12,Liver,-2.929494,1.68e-09
OR2A42,Liver,-1.142936,0.00185
OR2A5,Liver,-1.770068,8.55e-05
OR2A7,Liver,0.823822,0.00814
OR2A9P,Liver,-2.443237,7.49e-06
OR2AE1,Liver,-3.323276,6.85e-07
OR2AG2,Liver,-2.305552,5.91e-05
OR2AK2,Liver,-2.557401,2.52e-07
OR2AT4,Liver,-3.459082,1.96e-07
OR2B11,Liver,-3.336342,5.19e-08
OR2B2,Liver,-2.213612,1.6e-06
OR2D3,Liver,-1.511093,0.00105
OR2F1,Liver,-1.13274,0.000215
OR2F2,Liver,-3.36255,1.11e-06
OR2G2,Liver,-3.669907,3.58e-06
OR2G3,Liver,-2.826983,3.69e-05
OR2G6,Liver,-1.291039,0.0197
OR2J3,Liver,-2.640617,6.93e-06
OR2K2,Liver,-1.23807,0.00195
OR2L1P,Liver,-1.217486,2.61e-06
OR2L2,Liver,-2.061529,0.00123
OR2L8,Liver,-4.372842,3.58e-07
OR2M3,Liver,-0.717864,0.014
OR2M4,Liver,-1.790451,0.0203
OR2M5,Liver,-2.591631,5.88e-06
OR2M7,Liver,-0.683035,0.0159
OR2T1,Liver,-0.626036,0.01
OR2T11,Liver,0.724645,0.000705
OR2T27,Liver,-2.419805,0.000487
OR2T3,Liver,-1.195623,0.012
OR2T33,Liver,0.95358,3.33e-05
OR2T5,Liver,-0.830446,0.00161
OR3A4P,Liver,-1.184998,4.18e-05
OR4A15,Liver,-1.533897,0.0018
OR4A16,Liver,-1.0409,0.00187
OR4A47,Liver,-0.983759,0.0267
OR4A5,Liver,-2.104393,0.00147
OR4C13,Liver,-1.478718,0.000313
OR4C15,Liver,-1.746929,0.00137
OR4C16,Liver,-1.077515,0.000147
OR4C3,Liver,-2.350065,1.46e-06
OR4C45,Liver,-1.015861,0.0125
OR4C6,Liver,-2.532672,3.41e-05
OR4D1,Liver,-0.823858,0.00835
OR4D10,Liver,-1.400895,5.73e-07
OR4D11,Liver,-2.415765,3.9e-07
OR4D2,Liver,-2.519955,1.92e-08
OR4D6,Liver,-3.805569,2.41e-07
OR4D9,Liver,-2.78755,3.75e-05
OR4E2,Liver,-2.255519,0.000764
OR4F16,Liver,0.631,0.000844
OR4F17,Liver,-2.512557,1.54e-05
OR4F21,Liver,-3.03273,1.68e-05
OR4F29,Liver,-2.95333,1.15e-06
OR4F3,Liver,0.594,0.00185
OR4F4,Liver,-2.425134,2.01e-07
OR4F5,Liver,-2.334585,2.54e-08
OR4K14,Liver,-1.461181,0.000411
OR4K15,Liver,-2.217274,4.33e-05
OR4K2,Liver,-1.280857,0.000379
OR4K5,Liver,-2.110901,0.000474
OR4L1,Liver,-1.284367,0.00157
OR4M1,Liver,-1.09917,0.000168
OR4P4,Liver,-2.222158,0.000307
OR4X1,Liver,-1.874221,9.33e-05
OR4X2,Liver,-1.900233,0.000189
OR51A7,Liver,-0.91755,2.75e-05
OR51B5,Liver,1.100292,2.06e-05
OR51B6,Liver,-1.039901,0.0304
OR51E1,Liver,-2.140156,3.2e-05
OR51F1,Liver,-1.285649,0.000802
OR51F2,Liver,-1.7467,5.35e-05
OR51G1,Liver,-0.850353,0.0147
OR51G2,Liver,-1.56906,3.33e-05
OR51I2,Liver,-2.060274,3.64e-06
OR51L1,Liver,-1.150199,1.09e-05
OR51S1,Liver,-3.874465,1.7e-05
OR51V1,Liver,-3.212508,1.18e-07
OR52A1,Liver,-1.233546,3.48e-05
OR52A4P,Liver,-2.107074,1.58e-07
OR52B2,Liver,-2.28879,0.000159
OR52B6,Liver,-2.159609,0.000458
OR52D1,Liver,-1.467345,3.87e-06
OR52E4,Liver,-1.298884,0.000512
OR52I1,Liver,-3.537991,1.41e-07
OR52I2,Liver,-3.775717,4.15e-08
OR52J3,Liver,-1.802043,0.000635
OR52K1,Liver,-2.170402,0.000107
OR52K2,Liver,-1.500444,0.000111
OR52L1,Liver,-2.876627,5.84e-06
OR52N2,Liver,1.417961,1.32e-06
OR52R1,Liver,-2.150548,0.00124
OR52W1,Liver,-1.576509,0.01
OR56A1,Liver,-0.815288,0.0263
OR56A4,Liver,-3.979197,7.78e-06
OR5A1,Liver,-1.57389,9.12e-05
OR5AC2,Liver,-0.661385,0.00328
OR5AN1,Liver,-0.827278,0.00144
OR5AR1,Liver,-2.199122,9.08e-06
OR5B12,Liver,-1.823817,0.000831
OR5B2,Liver,-0.602754,0.0179
OR5B21,Liver,-1.653383,0.0103
OR5B3,Liver,-1.822292,0.00145
OR5C1,Liver,-1.64306,0.00122
OR5D13,Liver,-1.222,2.34e-05
OR5D14,Liver,-1.110143,0.0128
OR5D16,Liver,-0.589556,0.0373
OR5H1,Liver,-1.156531,0.000339
OR5H15,Liver,-2.066444,2.67e-06
OR5H2,Liver,-1.120286,0.00384
OR5H6,Liver,-1.825485,2.87e-05
OR5K1,Liver,-0.797677,0.00538
OR5K2,Liver,0.639981,0.00319
OR5L1,Liver,-0.983109,0.0178
OR5M11,Liver,-1.392798,7.06e-05
OR5M3,Liver,-1.029498,0.00297
OR5M8,Liver,-2.25614,1.97e-05
OR5M9,Liver,-1.109708,0.000305
OR5T1,Liver,1.047206,3.51e-05
OR5T3,Liver,-1.098818,6.93e-05
OR5V1,Liver,-1.12514,0.00554
OR6B1,Liver,-1.325244,0.000811
OR6B2,Liver,-1.778381,3.47e-07
OR6C1,Liver,-3.006772,3.61e-06
OR6C3,Liver,-2.466948,9.62e-07
OR6C4,Liver,-1.869103,7.37e-08
OR6C65,Liver,-1.803711,1.25e-06
OR6C68,Liver,-1.102456,0.000259
OR6C74,Liver,-1.104707,0.0125
OR6C75,Liver,0.819784,0.00196
OR6C76,Liver,-0.738816,0.00885
OR6F1,Liver,-1.709507,0.002
OR6K2,Liver,-1.875445,1.26e-05
OR6K3,Liver,-2.195946,3.34e-06
OR6K6,Liver,-0.862904,0.00668
OR6M1,Liver,-2.138641,0.000401
OR6N1,Liver,-3.871508,2.81e-07
OR6N2,Liver,-1.955403,2.08e-07
OR6P1,Liver,-0.79932,0.00572
OR6Q1,Liver,-4.131887,7.94e-06
OR6S1,Liver,-4.570039,6.59e-11
OR6T1,Liver,-1.530131,4.33e-06
OR6V1,Liver,-0.688135,0.0138
OR6W1P,Liver,-1.521547,0.00335
OR6X1,Liver,-2.509104,3.69e-05
OR6Y1,Liver,-0.71417,0.00514
OR7A10,Liver,1.32009,1.11e-06
OR7C1,Liver,-2.855244,7.96e-06
OR7E85BP,Liver,-2.174045,2.08e-06
OR7G1,Liver,0.817634,0.000674
OR7G2,Liver,0.813399,0.000748
OR8A1,Liver,-1.628716,1.15e-05
OR8B3,Liver,-1.818643,3.11e-06
OR8B4,Liver,-0.710762,0.00454
OR8B8,Liver,-1.253069,0.000288
OR8D4,Liver,-1.15735,7.05e-05
OR8G5,Liver,-0.638186,0.00497
OR8H1,Liver,-0.775995,0.028
OR8H3,Liver,-0.71428,0.00378
OR8K1,Liver,-1.351551,1.86e-05
OR8K5,Liver,-1.662545,4.27e-05
OR8S1,Liver,-3.15783,1.98e-06
OR8U1,Liver,-1.713598,0.000508
OR8U8,Liver,-2.257195,1.35e-05
OR8U9,Liver,-0.882247,0.00402
OR9A4,Liver,0.83187,0.00116
OR9G4,Liver,-1.980784,0.000478
OR9I1,Liver,-1.855642,4.25e-06
OR9K2,Liver,-3.776229,2.94e-06
OR9Q1,Liver,-0.790171,0.00074
ORC1,Liver,-3.034431,3.01e-06
ORC5,Liver,2.44592,1.94e-07
ORM2,Liver,1.967159,5.05e-06
OSBPL7,Liver,-0.903,8.6e-08
OSGIN1,Liver,2.761727,2.8e-08
OTC,Liver,1.92,1.64e-09
OTOA,Liver,-4.005143,8.31e-09
OTOP2,Liver,-2.977108,2.3e-05
OTOP3,Liver,-2.17012,0.00221
OTOS,Liver,-2.926278,0.000126
OTUD5,Liver,1.715232,3.97e-09
OTX2,Liver,0.653848,0.0029
OVCA2,Liver,1.645909,0.000308
OVCH1,Liver,-1.519888,4.41e-05
OVCH2,Liver,0.725339,0.00133
P2RX5-TAX1BP3,Liver,-0.594,5.08e-06
P2RX6,Liver,-3.232829,1.33e-06
P2RY11,Liver,-1.24,1.97e-05
P4HTM,Liver,0.628,5.66e-12
PABIR1,Liver,1.544038,0.000504
PABPC1L2A,Liver,-1.538002,0.00175
PABPC1L2B,Liver,-2.740077,1.1e-05
PABPC4L,Liver,-1.088709,0.00411
PACC1,Liver,-1.475201,8.15e-06
PAFAH1B3,Liver,-0.657,0.00894
PAGE3,Liver,0.968928,8e-06
PAGE5,Liver,-2.132904,7.68e-05
PAK6,Liver,-1.077662,0.00337
PAK6-AS1,Liver,-0.620532,0.0265
PALD1,Liver,-0.728,5.47e-06
PALS2,Liver,2.885564,1.64e-06
PANK1-AS1,Liver,0.712,0.000248
PANX3,Liver,-1.583095,0.000611
PAPLN,Liver,-2.345705,1.16e-05
PAQR4,Liver,-1.35,3.85e-06
PARD6A,Liver,-2.758076,1.39e-05
PARD6G,Liver,-1.401323,0.00751
PARP11-AS1,Liver,0.785,4.91e-05
PATE2,Liver,0.800935,0.000385
PAWR,Liver,0.956,1.49e-14
PAX6,Liver,1.026804,1e-05
PAXX,Liver,-0.922,5.43e-05
PBX3,Liver,1.336969,0.00055
PCARE,Liver,-1.17276,0.0137
PCAT18,Liver,-3.739543,2.13e-06
PCBP2,Liver,3.166728,1.14e-10
PCDHA1,Liver,-0.812979,0.000353
PCDHA13,Liver,-3.195051,0.00157
PCDHA4,Liver,-1.292145,0.0075
PCDHA5,Liver,-2.203956,2.18e-05
PCDHA6,Liver,-1.559451,0.0023
PCDHB11,Liver,-2.22367,1.24e-05
PCDHB12,Liver,-1.39183,0.00429
PCDHB15,Liver,0.587762,0.004
PCDHGC5,Liver,-1.937349,0.00021
PCED1B,Liver,-1.173816,0.0011
PCGEM1,Liver,-0.667172,0.00303
PCNA-AS1,Liver,-1.07,0.000575
PCNT,Liver,-2.416519,0.000497
PCNX2,Liver,-0.709,4.58e-05
PCSK4,Liver,-0.814,0.00145
PCYOX1L,Liver,-0.722,3.77e-07
PDCD2,Liver,0.636,2.23e-08
PDCD6P1,Liver,2.367358,4.36e-11
PDCD7,Liver,-1.498991,3.39e-06
PDE12,Liver,1.921148,3.02e-09
PDE6G,Liver,-0.854,0.000952
PDE8A,Liver,2.025389,2.04e-10
PDE8B,Liver,-2.924395,1.02e-06
PDF,Liver,1.984834,0.018
PDIA5,Liver,2.202743,1.44e-05
PDXP,Liver,1.812506,4.72e-05
PDZD11,Liver,0.839546,0.000321
PDZD4,Liver,-1.08,6.38e-08
PDZD7,Liver,-2.585881,1.97e-07
PFN3,Liver,0.714525,0.00796
PGA4,Liver,-0.780065,0.00719
PGA5,Liver,-2.798027,0.000483
PGAM1,Liver,1.797772,1.3e-07
PGAM2,Liver,-1.573534,8.01e-06
PGBD1,Liver,-2.185364,3.81e-07
PGBDF,Liver,-1.852952,0.00835
PGM5-AS1,Liver,-0.841514,0.0146
PGM5P2,Liver,2.040644,1.34e-07
PGPEP1,Liver,1.627031,1.26e-08
PGR,Liver,-0.777166,0.000203
PHAF1,Liver,3.049823,1.21e-07
PHF11,Liver,1.11,2.81e-15
PHF2P1,Liver,-1.219381,0.00095
PHKG1,Liver,0.975646,0.000145
PHPT1,Liver,2.236092,2.67e-09
PHTF2,Liver,0.709,9.38e-06
PHYH,Liver,5.235596,1.94e-17
PI4KA,Liver,-1.037541,0.00852
PIGO,Liver,2.113311,3.69e-08
PIGY,Liver,1.329087,0.000378
PIK3R3,Liver,1.06,1.37e-09
PIK3R6,Liver,-2.320834,7.61e-05
PIM3,Liver,-0.935,8.71e-06
PIMREG,Liver,-2.052313,0.00482
PIN4,Liver,0.734662,0.0219
PINLYP,Liver,-0.669,0.00143
PINX1,Liver,-1.640607,0.00138
PIP4K2A,Liver,1.28,6.680000000000001e-22
PIP4P2,Liver,-0.63,0.000567
PIP5K1A,Liver,1.069995,4.09e-06
PISRT1,Liver,-1.014303,1.88e-05
PITPNM1,Liver,-1.29,1.37e-07
PITPNM2,Liver,1.501993,1.83e-08
PITX2,Liver,-2.249614,0.00126
PITX3,Liver,-0.926755,0.00341
PIWIL2,Liver,-3.263124,3.38e-08
PIWIL4,Liver,0.791926,0.000543
PKD1L1-AS1,Liver,0.902714,0.000183
PKD2L1,Liver,-0.983249,0.000221
PKMYT1,Liver,-0.618,5.41e-09
PKN3,Liver,-0.692,0.0241
PLA2G10,Liver,-1.588089,0.0311
PLA2G12B,Liver,-1.357615,0.000311
PLA2G2C,Liver,0.695185,0.000591
PLA2G2D,Liver,-2.573658,2.01e-12
PLA2G4B///JMJD7-PLA2G4B,Liver,-0.6,3.22e-07
PLA2G6,Liver,0.763261,0.00047
PLAC8L1,Liver,-1.8072,0.000653
PLCD4,Liver,-1.602652,0.0168
PLCXD2,Liver,0.923741,9.26e-06
PLD4,Liver,0.687801,0.0019
PLD6,Liver,1.34401,0.00123
PLEKHG4,Liver,-2.102141,3.2e-05
PLEKHG4B,Liver,-1.800567,2.72e-06
PLEKHG5,Liver,1.43623,4.36e-06
PLGLB1,Liver,1.849112,7.84e-10
PLGLB1///PLGLB2,Liver,-0.776,3.2e-10
PLK3,Liver,-1.42,8.97e-10
PLPP1,Liver,1.501845,1.19e-05
PLPP7,Liver,-0.853366,0.0327
PM20D1,Liver,1.428724,2e-06
PM20D2,Liver,0.800466,0.000162
PMEPA1,Liver,-1.920591,1.5e-05
PMPCA,Liver,-1.519186,7.59e-05
PMS2CL,Liver,1.089938,0.00129
PNMA5,Liver,-1.143482,0.000885
PNPLA1,Liver,-1.470264,1.06e-09
PNPLA5,Liver,-0.986607,0.0339
POC1A,Liver,-1.330659,9.28e-05
POFUT3,Liver,0.930527,0.0348
POFUT4,Liver,1.174372,0.00016
POGLUT3,Liver,1.513162,2.41e-07
POLDIP3,Liver,1.413135,7.98e-06
POLE2,Liver,-0.766,2.55e-09
POLH,Liver,0.739035,0.0023
POLI,Liver,0.641,1.24e-05
POLR1E,Liver,-1.459422,3.63e-05
POLR2C,Liver,1.110223,6.89e-05
POLR2J3,Liver,2.489791,1.92e-06
POM121L1P,Liver,1.152828,1.98e-06
POM121L4P,Liver,-4.439642,1.51e-06
POMGNT1,Liver,-1.01,3.41e-15
POMZP3,Liver,0.945199,0.000253
POP5,Liver,-2.492855,3.48e-05
POPDC1,Liver,-0.770149,0.0248
POTEA,Liver,-0.830566,0.00195
POTEB3,Liver,1.259015,4.87e-06
POTEH,Liver,-2.424113,3.34e-06
POTEKP,Liver,-2.819609,7.73e-05
POU3F2,Liver,-2.270726,4.09e-08
POU3F4,Liver,-1.14448,0.034
POU4F2,Liver,-0.875121,0.0142
POU5F1B,Liver,-3.348207,1.35e-05
PP2D1,Liver,-2.547488,1.93e-06
PPAN-P2RY11,Liver,-0.849,0.000155
PPARA,Liver,3.378529,4e-12
PPEF1,Liver,-3.414017,4.92e-06
PPFIA3,Liver,1.32486,2.77e-07
PPFIA4,Liver,-3.424701,1.32e-05
PPIAL4C,Liver,0.982422,6.93e-06
PPIAL4G,Liver,-5.777006,2.9e-11
PPIAP29,Liver,-0.853075,0.00731
PPIP5K1,Liver,3.164709,3.86e-09
PPM1A,Liver,2.416031,8.06e-11
PPM1J,Liver,-0.888292,0.0132
PPP1R12B,Liver,1.784751,3.72e-07
PPP1R3G,Liver,-0.922,0.00529
PPP2R2D,Liver,0.816204,0.000726
PPP2R5D,Liver,2.439863,1.09e-08
PPP6R2,Liver,2.897548,0.000132
PPT2,Liver,-2.832253,4.28e-05
PPY,Liver,-2.129815,4.17e-05
PPY2P,Liver,-0.915816,0.00315
PQBP1,Liver,-1.548574,4.47e-06
PRAG1,Liver,-1.925288,7.58e-08
PRAM1,Liver,-0.667,0.00076
PRAMEF14,Liver,1.145946,2.72e-06
PRAMEF15,Liver,-1.165409,0.000245
PRAMEF18,Liver,-4.505666,6.74e-06
PRAMEF20,Liver,-2.931896,9.45e-09
PRAMEF22,Liver,0.61621,0.00582
PRAMEF33,Liver,-3.63,1.43e-13
PRAMEF6,Liver,-6.012089,2.25e-11
PRAMEF7,Liver,-4.90987,4.89e-09
PRAMEF9,Liver,0.629343,0.00115
PRAP1,Liver,-0.873,0.000322
PRB3,Liver,-1.666753,3.48e-05
PRCD,Liver,-0.952571,0.000125
PRDM10-DT,Liver,0.61,0.000818
PRDX2,Liver,3.099289,5.36e-14
PRDX5,Liver,2.092616,4.27e-08
PRELID3A,Liver,0.755827,0.00918
PRG1,Liver,-2.381725,2.05e-07
PRICKLE4,Liver,2.375136,3.89e-06
PRINS,Liver,1.035347,6.56e-05
PRKAB2,Liver,1.477369,0.000184
PRKACB,Liver,1.652706,2.84e-08
PRKY,Liver,1.120305,9.84e-06
PRM1,Liver,-0.631023,0.00624
PROB1,Liver,-0.694,0.00097
PRORP,Liver,0.850585,0.0391
PROSC,Liver,-0.704,1.92e-08
PRPS1L1,Liver,-1.521693,1.24e-06
PRPSAP2,Liver,1.821356,1.16e-08
PRR19,Liver,-0.874499,0.0474
PRR20B,Liver,-2.89208,0.000994
PRR20E,Liver,-2.190268,0.000747
PRR23A,Liver,-1.182415,0.00194
PRR23B,Liver,-4.632611,6.28e-06
PRR23E,Liver,-2.148269,0.000726
PRR25,Liver,-1.235496,0.00762
PRR32,Liver,-1.201534,0.0187
PRR35,Liver,1.092008,2.02e-05
PRSS27,Liver,-2.057437,3.17e-05
PRSS30P,Liver,-1.859906,7.99e-06
PRSS38,Liver,-2.091987,0.000559
PRSS42P,Liver,-1.316487,0.0114
PRSS45P,Liver,-1.471025,0.00214
PRSS55,Liver,1.395522,6.71e-07
PRSS57,Liver,-1.6171,0.00938
PRTN3,Liver,-0.937657,0.00314
PRXL2A,Liver,1.838624,6.36e-09
PRXL2B,Liver,-0.824,6.51e-05
PSG5,Liver,1.11889,3.91e-05
PSG6,Liver,-0.61,1.52e-10
PSKH2,Liver,-2.570255,2.15e-08
PSMA3,Liver,2.19413,7.54e-08
PSMB11,Liver,-3.048262,2.26e-05
PSMB3,Liver,-0.704,2.13e-11
PSMB4,Liver,0.926247,0.0147
PSMD11,Liver,1.499785,4.87e-08
PSME3,Liver,-2.186498,9.17e-06
PSME3IP1P1,Liver,-3.67792,8.51e-05
PSTPIP1,Liver,-1.01,2.08e-07
PTAFR,Liver,-0.989,6.22e-09
PTF1A,Liver,-0.694177,0.0244
PTGES,Liver,-1.541152,1.63e-05
PTGES2-DT,Liver,-4.225501,3.78e-06
PTK7,Liver,-1.19,1.69e-06
PTPDC1,Liver,-1.976035,0.00191
PTPMT1,Liver,1.43792,0.000177
PTPRD,Liver,1.507115,6.46e-07
PTX4,Liver,-2.429908,0.00134
PURG,Liver,0.982818,0.000121
PUS1,Liver,-2.164153,1.54e-11
PVRIG /// STAG3,Liver,-1.4885191,0.02534
PWP2,Liver,0.847385,0.000251
PWRN2,Liver,-0.813568,0.0163
PWWP2B,Liver,-0.971,2.25e-05
PXDNL,Liver,-1.081609,0.00252
PXYLP1,Liver,0.857117,0.00181
PYCR2,Liver,0.832307,0.000461
PYGB,Liver,-0.891,4.62e-08
PYGO1,Liver,-0.598882,0.00663
QARS1,Liver,-0.684821,0.0198
QDPR,Liver,0.984436,0.0217
QNG1,Liver,1.99812,2.24e-06
QTMAN,Liver,0.978714,1.26e-05
QTRT1,Liver,-0.949,9.77e-06
RAB29,Liver,-0.975,3.01e-06
RAB37,Liver,-3.26363,2.9e-05
RAB38,Liver,-1.274842,0.000365
RAB40B,Liver,-0.878805,0.000328
RAB42P1,Liver,-2.37287,2.34e-11
RAB4B,Liver,-0.67,7.38e-05
RAB5IF,Liver,1.036788,0.00143
RAB6D,Liver,1.245236,4.5e-06
RAB9B,Liver,-2.858017,2.19e-06
