Gene ID	Gene Symbol	
8473	OGT	
152273	FGD5	
79741	CCDC7	
101927378	LINC03017	
101928830	-	
359845	RFLNB	
8578	SCARF1	
101926906	SLC16A12-AS1	
1889	ECE1	
221937	FOXK1	
85358	SHANK3	
1436	CSF1R	
100507242	-	
4851	NOTCH1	
116449	CLNK	
677800	SNORA12	
199974	CYP4Z1	
677847	SNORA81	
677845	SNORA79	
3339	HSPG2	
100033431	SNORD116-20	
6591	SNAI2	
1893	ECM1	
219972	MPEG1	
619383	SCARNA9	
2050	EPHB4	
55599	RNPC3	
6926	TBX3	
409	ARRB2	
90952	ESAM	
5976	UPF1	
4900	NRGN	
221184	CPNE2	
8482	SEMA7A	
4784	NFIX	
387700	SLC16A12	
10318	TNIP1	
647033	PA2G4P4	
54206	ERRFI1	
5699	PSMB10	
90632	LINC00473	
10266	RAMP2	
374618	TEX9	
80303	EFHD1	
407043	MIR7-1	
5144	PDE4D	
259295	TAS2R20	
6405	SEMA3F	
4066	LYL1	
2307	FOXS1	
554201	CCDC148-AS1	
51296	SLC15A3	
10749	KIF1C	
79608	RIC3	
79650	USB1	
64651	CSRNP1	
51655	RASD1	
55920	RCC2	
677832	SNORA53	
1007	CDH9	
4035	LRP1	
57730	ANKRD36B	
7052	TGM2	
5602	MAPK10	
83595	SOX7	
3040	HBA2	
54922	RASIP1	
283970	PDXDC2P-NPIPB14P	
83742	MARVELD1	
23207	PLEKHM2	
29888	STRN4	
57190	SELENON	
6870	TACR3	
1060	CENPC	
100874018	EPN2-AS1	
3092	HIP1	
57018	CCNL1	
101929524	RETREG1-AS1	
50807	ASAP1	
203328	SUSD3	
972	CD74	
693122	MIR421	
9578	CDC42BPB	
23473	CAPN7	
441478	NRARP	
56654	NPDC1	
6586	SLIT3	
4071	TM4SF1	
1003	CDH5	
4478	MSN	
7453	WARS1	
127069	OR2T10	
3488	IGFBP5	
2070	EYA4	
116154	PHACTR3	
6915	TBXA2R	
5333	PLCD1	
91653	BOC	
140576	S100A16	
100272228	EOLA2-DT	
9572	NR1D1	
7424	VEGFC	
4855	NOTCH4	
6238	RRBP1	
6835	SURF2	
10095	ARPC1B	
3653	-	
100289511	LOC100289511	
9545	RAB3D	
5589	PRKCSH	
254778	VXN	
285382	C3orf70	
6497	SKI	
23138	N4BP3	
91607	SLFN11	
4641	MYO1C	
55779	CFAP44	
6786	STIM1	
79709	COLGALT1	
54453	RIN2	
145624	PWAR1	
84662	GLIS2	
4240	MFGE8	
11007	CCDC85B	
11185	INMT	
2771	GNAI2	
84876	ORAI1	
9612	NCOR2	
3039	HBA1	
4739	NEDD9	
7133	TNFRSF1B	
58986	PGAP6	
5331	PLCB3	
51393	TRPV2	
89790	SIGLEC10	
9510	ADAMTS1	
90799	CEP95	
9073	CLDN8	
137872	ADHFE1	
142685	ASB15	
54978	SLC35F6	
10493	VAT1	
10560	SLC19A2	
51177	PLEKHO1	
4820	NKTR	
56006	SMG9	
22839	DLGAP4	
1195	CLK1	
5430	POLR2A	
219699	UNC5B	
2897	GRIK1	
4493	MT1E	
84460	ZMAT1	
684	BST2	
101410535	LAMTOR5-AS1	
101929689	-	
947	CD34	
343450	KCNT2	
646201	BASP1P1	
55771	PRR11	
196475	RMST	
1843	DUSP1	
2011	MARK2	
4330	MN1	
54820	NDE1	
92799	SHKBP1	
25957	PNISR	
54806	AHI1	
8613	PLPP3	
51294	PCDH12	
677818	SNORA36B	
112464	CAVIN3	
677829	SNORA49	
101928471	SOX5-AS1	
283596	SNHG10	
168537	GIMAP7	
10263	CDK2AP2	
4501	MT1X	
152118	LINC02877	
6876	TAGLN	
23476	BRD4	
79846	CFAP69	
140803	TRPM6	
4296	MAP3K11	
3142	HLX	
7701	ZNF142	
57124	CD248	
100129424	RPL19P12	
100033426	SNORD116-14	
10919	EHMT2	
25914	RTTN	
2669	GEM	
53942	CNTN5	
100033428	SNORD116-16	
101929425	BTBD9-AS1	
55082	ARGLU1	
58476	TP53INP2	
55785	FGD6	
8085	KMT2D	
79659	DYNC2H1	
154810	AMOTL1	
399909	PCNX3	
4267	CD99	
143662	MUC15	
79807	GSTCD	
100873976	CNTN4-AS2	
57513	CASKIN2	
56882	CDC42SE1	
80745	THUMPD2	
6659	SOX4	
5526	PPP2R5B	
3619	INCENP	
823	CAPN1	
2702	GJA5	
1435	CSF1	
100302164	MIR2113	
9919	SEC16A	
54910	SEMA4C	
101928829	-	
81619	TSPAN14	
79834	PEAK1	
6778	STAT6	
4069	LYZ	
2207	FCER1G	
80144	FRAS1	
2160	F11	
130271	PLEKHH2	
53827	FXYD5	
80790	CMIP	
11100	HNRNPUL1	
7343	UBTF	
9092	SART1	
22870	PPP6R1	
81831	NETO2	
154865	IQUB	
57396	CLK4	
64855	NIBAN2	
396	ARHGDIA	
9344	TAOK2	
1655	DDX5	
51564	HDAC7	
374462	PTPRQ	
167465	ZNF366	
9293	GPR52	
64283	ARHGEF28	
101927084	LINC01359	
219654	ZCCHC24	
7056	THBD	
9406	ZRANB2	
3087	HHEX	
9922	IQSEC1	
116828	N4BP2L2-IT2	
10417	SPON2	
22936	ELL2	
283987	HID1	
3659	IRF1	
102724193	LOC102724193	
10291	SF3A1	
100422850	MIR548V	
26470	SEZ6L2	
677810	SNORA26	
90121	TSR2	
7533	YWHAH	
9584	RBM39	
25805	BAMBI	
55224	ETNK2	
55116	TMEM39B	
57634	EP400	
4000	LMNA	
83706	FERMT3	
5911	RAP2A	
100124516	SNORD58C	
1112	FOXN3	
127124	ATP6V1G3	
64748	PLPPR2	
23670	CEMIP2	
2767	GNA11	
389	RHOC	
51447	IP6K2	
7917	BAG6	
3991	LIPE	
90139	TSPAN18	
7075	TIE1	
151613	TTC14	
23258	DENND5A	
3769	KCNJ13	
6498	SKIL	
151636	DTX3L	
10052	GJC1	
8291	DYSF	
94274	PPP1R14A	
9537	TP53I11	
10312	TCIRG1	
2539	G6PD	
101930644	-	
439996	IFIT1B	
9710	GARRE1	
692063	SNORA32	
245972	ATP6V0D2	
100302692	FTX	
219623	TMEM26	
7273	TTN	
2896	GRN	
641977	SEPTIN7P2	
202333	CMYA5	
4128	MAOA	
23129	PLXND1	
3635	INPP5D	
100302650	BABAM2-AS1	
1175	AP2S1	
407019	MIR27B	
23646	PLD3	
84969	TOX2	
64776	CFAP68	
5783	PTPN13	
4313	MMP2	
867	CBL	
9112	MTA1	
3749	KCNC4	
23564	DDAH2	
9988	DMTF1	
57494	RIMKLB	
126308	MOB3A	
91614	DEPDC7	
692090	SNORD59B	
3273	HRG	
23461	ABCA5	
369	ARAF	
84955	NUDCD1	
5295	PIK3R1	
654502	IQCJ	
10014	HDAC5	
1947	EFNB1	
7305	TYROBP	
81876	RAB1B	
64061	TSPYL2	
378805	LINC-PINT	
94	ACVRL1	
26775	SNORA72	
101927862	TENM2-AS1	
27152	INTU	
100128054	PLCE1-AS1	
51704	GPRC5B	
10247	RIDA	
122509	IFI27L1	
594837	SNORD101	
53826	FXYD6	
642976	GRIK1-AS1	
11021	RAB35	
645460	-	
100500861	MIR3665	
64129	TINAGL1	
3601	IL15RA	
93653	ST7-AS1	
406969	MIR194-1	
920	CD4	
402176	RPL21P44	
5371	PML	
54538	ROBO4	
10891	PPARGC1A	
10050	SLC17A4	
659	BMPR2	
10226	PLIN3	
7456	WIPF1	
51696	HECA	
23625	FAM89B	
3838	KPNA2	
102723331	LOC102723331	
91694	LONRF1	
4489	MT1A	
84674	CARD6	
51631	LUC7L2	
399687	MYO18A	
6711	SPTBN1	
2268	FGR	
4323	MMP14	
257629	ANKS4B	
79888	LPCAT1	
222484	LNX2	
3108	HLA-DMA	
60487	TRMT11	
646329	-	
2219	FCN1	
3397	ID1	
4067	LYN	
255189	PLA2G4F	
5566	PRKACA	
400043	LINC02381	
8078	USP5	
3992	FADS1	
3383	ICAM1	
399664	MEX3D	
5087	PBX1	
22846	VASH1	
79414	LRFN3	
2113	ETS1	
56171	DNAH7	
23301	EHBP1	
2104	ESRRG	
100507520	-	
22821	RASA3	
23125	CAMTA2	
101929713	-	
64770	CCDC14	
8972	MGAM	
100289230	LOC100289230	
10525	HYOU1	
56890	SAXO6	
6892	TAPBP	
1520	CTSS	
213	ALB	
130872	AHSA2P	
5150	PDE7A	
51365	PLA1A	
6902	TBCA	
55186	SLC25A36	
101929540	LOC101929540	
57333	RCN3	
10051	SMC4	
2314	FLII	
101929500	-	
26973	CHORDC1	
474344	GIMAP6	
100113384	SNORD123	
1849	DUSP7	
28718	TRAJ37	
10548	TM9SF1	
80301	PLEKHO2	
5328	PLAU	
81669	CCNL2	
10521	DDX17	
677811	SNORA28	
60681	FKBP10	
27163	NAAA	
28232	SLCO3A1	
2783	GNB2	
195827	PRXL2C	
197259	MLKL	
2037	EPB41L2	
79315	OR7E91P	
574505	MIR450A2	
414061	DNAJB3P	
51586	MED15	
58191	CXCL16	
91010	FMNL3	
9262	STK17B	
283349	RASSF3	
55608	ANKRD10	
7916	PRRC2A	
100033430	SNORD116-18	
10625	IVNS1ABP	
23400	ATP13A2	
677808	SNORA23	
100506124	LOC100506124	
9817	KEAP1	
5871	MAP4K2	
1059	CENPB	
100507367	-	
23641	LDOC1	
654320	SNORA8	
57002	YAE1	
6398	SECTM1	
51763	INPP5K	
51585	PCF11	
8985	PLOD3	
670	BPHL	
256364	EML3	
79016	DDA1	
25850	ZNF345	
94104	PAXBP1	
23014	FBXO21	
28970	BKGD	
9334	B4GALT5	
25939	SAMHD1	
440184	CCDC196	
6427	SRSF2	
1768	DNAH6	
4144	MAT2A	
101929633	LOC101929633	
283149	BCL9L	
80024	SLC8B1	
1948	EFNB2	
7016	TESK1	
5742	PTGS1	
100507217	CHASERR	
10908	PNPLA6	
4162	MCAM	
8507	ENC1	
653479	MRPL45P2	
57291	DANCR	
861	RUNX1	
311	ANXA11	
83598	LRRC2-AS1	
50813	COPS7A	
4947	OAZ2	
7181	NR2C1	
3455	IFNAR2	
100130557	NFYC-AS1	
25870	SUMF2	
2701	GJA4	
126669	SHE	
23639	DNAAF11	
677792	SNORA1	
1173	AP2M1	
118421	LINC00161	
1291	COL6A1	
64321	SOX17	
55810	FOXJ2	
100500876	MIR3675	
8742	TNFSF12	
375387	NRROS	
113829	SLC35A4	
100616144	MIR548AN	
65057	ACD	
10068	IL18BP	
5496	PPM1G	
101409258	OSGEPL1-AS1	
27099	SND1-IT1	
3915	LAMC1	
100506195	LARGE-AS1	
10960	LMAN2	
100507098	ADAMTS9-AS2	
56667	MUC13	
4322	MMP13	
164045	HFM1	
29844	TFPT	
161	AP2A2	
199223	TTC21A	
79170	PRR15L	
55347	ABHD10	
55379	LRRC59	
5097	PCDH1	
4329	ALDH6A1	
652965	SNORA48	
309	ANXA6	
57192	MCOLN1	
7077	TIMP2	
6560	SLC12A4	
100507267	LINC01187	
100500873	MIR3934	
102723766	LINC02362	
79799	UGT2A3	
389015	SLC9A4	
11344	TWF2	
1009	CDH11	
100616325	MIR4460	
5141	PDE4A	
348254	CCDC144CP	
51816	ADA2	
130916	MTERF4	
641451	SNORA19	
101927610	LOC101927610	
338799	LINC01089	
50840	TAS2R14	
340061	STING1	
101928591	LINC02745	
26020	LRP10	
147807	ZNF524	
26767	RNU105B	
692108	SNORD67	
10875	FGL2	
100500802	MIR3685	
5119	CHMP1A	
1786	DNMT1	
79844	ZDHHC11	
100507398	INTS6-AS1	
100288077	WTAPP1	
51747	LUC7L3	
100874243	PRICKLE2-AS3	
5253	PHF2	
102723877	-	
727944	LINC01874	
196792	FAM24B	
55966	AJAP1	
25923	ATL3	
10300	KATNB1	
100423036	MIR2355	
2316	FLNA	
645843	TMEM14EP	
200734	SPRED2	
100507283	MSANTD2-AS1	
84629	TNRC18	
11031	RAB31	
145282	MIPOL1	
5314	PKHD1	
100507299	SMC5-DT	
100506413	DOCK4-AS1	
100873980	RERG-AS1	
9294	S1PR2	
9534	ZNF254	
6793	STK10	
6836	SURF4	
2788	GNG7	
8503	PIK3R3	
57476	GRAMD1B	
85391	SNORD14E	
2078	ERG	
767594	SNORD114-16	
1349	COX7B	
29904	EEF2K	
602	BCL3	
164684	WBP2NL	
29108	PYCARD	
10870	HCST	
11096	ADAMTS5	
59342	SCPEP1	
29952	DPP7	
102724283	-	
51225	ABI3	
10211	FLOT1	
9407	TMPRSS11D	
9948	WDR1	
337873	H2BC20P	
161742	SPRED1	
9353	SLIT2	
50839	TAS2R10	
7264	GFUS	
283209	PGM2L1	
1154	CISH	
92106	OXNAD1	
22877	MLXIP	
2889	RAPGEF1	
55738	ARFGAP1	
2289	FKBP5	
23451	SF3B1	
1974	EIF4A2	
5914	RARA	
6890	TAP1	
1663	DDX11	
9022	CLIC3	
2086	ERV3-1	
128637	TBC1D20	
26238	LINC01558	
7145	TNS1	
8407	TAGLN2	
116159	CYYR1	
162394	SLFN5	
57216	VANGL2	
55251	PCMTD2	
29894	CPSF1	
9516	LITAF	
284697	BTBD8	
5175	PECAM1	
256471	MFSD8	
65108	MARCKSL1	
693197	MIR612	
10981	RAB32	
23230	VPS13A	
10421	CD2BP2	
4242	MFNG	
132720	FAM241A	
51155	JPT1	
22918	CD93	
120376	POU2AF3	
10712	ENTREP3	
57178	ZMIZ1	
101927759	LOC101927759	
9601	PDIA4	
7562	ZNF708	
6421	SFPQ	
54477	PLEKHA5	
56905	PRMT2IP	
9019	MPZL1	
51063	CALHM2	
4052	LTBP1	
100505741	SPATA1	
6688	SPI1	
100033436	SNORD116-25	
100422909	MIR4295	
767604	SNORD114-24	
1396	CRIP1	
100500880	MIR3662	
57713	SFMBT2	
85377	MICALL1	
6548	SLC9A1	
693209	MIR624	
84447	SYVN1	
11273	ATXN2L	
155038	GIMAP8	
9647	PPM1F	
57215	THAP11	
4150	MAZ	
29	ABR	
196463	PLBD2	
735	C9	
541466	CT45A1	
5105	PCK1	
3043	HBB	
6522	SLC4A2	
6157	RPL27A	
101752399	STAG3L5P-PVRIG2P-PILRB	
100526820	CAHM	
5585	PKN1	
51228	GLTP	
55689	YEATS2	
79073	TMEM109	
256949	KANK3	
23368	PPP1R13B	
5971	RELB	
11322	TMC6	
654841	MFF-DT	
102723590	BMP7-AS1	
30846	EHD2	
284297	SSC5D	
22933	SIRT2	
2877	GPX2	
489	ATP2A3	
51133	KCTD3	
4495	MT1G	
2542	SLC37A4	
440590	ZYG11A	
9600	PITPNM1	
8396	PIP4K2B	
79960	JADE1	
91107	TRIM47	
80217	CFAP43	
26832	RNU5B-1	
9767	JADE3	
26824	RNU11	
100874253	LINC00853	
90850	ZNF598	
692111	SNORD71	
55303	GIMAP4	
3423	IDS	
51150	SDF4	
348013	TMEM255B	
163732	CITED4	
474338	SUMO1P3	
55107	ANO1	
100500905	MIR3661	
1278	COL1A2	
401261	LOC401261	
100033434	SNORD116-23	
101927365	PNISR-AS1	
124989	EFCAB13	
83938	LRMDA	
55761	TTC17	
285512	FAM13A-AS1	
91039	DPP9	
692148	SCARNA10	
339874	NUDT16-DT	
412	STS	
6597	SMARCA4	
4629	MYH11	
8642	DCHS1	
383	ARG1	
9759	HDAC4	
23629	BRD7P3	
493812	HCG11	
4543	MTNR1A	
407055	MIR99A	
5998	RGS3	
23199	GSE1	
26118	WSB1	
6546	SLC8A1	
1639	DCTN1	
163882	CNST	
5127	CDK16	
56899	ANKS1B	
693219	MIR634	
54867	TMEM214	
100616405	MIR4518	
84186	ZCCHC7	
101928223	LINC01612	
101927093	LOC101927093	
101927835	LINC02143	
7089	TLE2	
5095	PCCA	
57688	ZSWIM6	
55239	OGFOD1	
10801	SEPTIN9	
23299	BICD2	
100616196	MIR4525	
8477	GPR65	
7124	TNF	
101929754	ZBTB20-AS5	
84726	PRRC2B	
1186	CLCN7	
153129	SLC38A9	
8853	ASAP2	
3115	HLA-DPB1	
100616349	MIR4451	
26782	SNORA66	
257044	CATSPERE	
441518	RTL8B	
23135	KDM6B	
147179	WIPF2	
5744	PTHLH	
2359	FPR3	
101927023	EPB41L4A-AS3	
2888	GRB14	
25865	PRKD2	
55679	LIMS2	
1528	CYB5A	
114879	OSBPL5	
384	ARG2	
100132352	FRG1HP	
57104	PNPLA2	
7706	TRIM25	
1644	DDC	
340811	AKR1C8	
27180	SIGLEC9	
101928058	KBTBD11-AS1	
23360	FNBP4	
30061	SLC40A1	
7165	TPD52L2	
10992	SF3B2	
54929	TMEM161A	
10189	ALYREF	
57182	ANKRD50	
100287497	SEPTIN7P13	
11253	MAN1B1	
64857	PLEKHG2	
3399	ID3	
5327	PLAT	
54657	UGT1A4	
2731	GLDC	
114799	ESCO1	
55297	CCDC91	
7026	NR2F2	
2885	GRB2	
173	AFM	
92270	ATP6AP1L	
10742	RAI2	
5208	PFKFB2	
4771	NF2	
56672	AKIP1	
27348	TOR1B	
23041	MON2	
92241	RCSD1	
54815	GATAD2A	
94097	SFXN5	
3707	ITPKB	
102723866	-	
8418	CMAHP	
283373	ANKRD52	
3098	HK1	
102724775	LOC102724775	
23191	CYFIP1	
64844	MARCHF7	
4125	MAN2B1	
79473	OR52N1	
196383	RILPL2	
57556	SEMA6A	
6533	SLC6A6	
359948	IRF2BP2	
5777	PTPN6	
23015	GOLGA8A	
29123	ANKRD11	
83857	TMTC1	
100216546	LINC01004	
643988	FNDC10	
9130	FAM50A	
84648	LCE3D	
65975	STK33	
1831	TSC22D3	
643376	BTBD18	
3773	KCNJ16	
3487	IGFBP4	
2110	ETFDH	
23327	NEDD4L	
100874204	ALDH1L1-AS1	
58494	JAM2	
25930	PTPN23	
960	CD44	
9295	SRSF11	
27183	VPS4A	
1445	CSK	
90550	MCU	
91133	L3MBTL4	
54941	RNF125	
10645	CAMKK2	
9871	SEC24D	
1903	S1PR3	
140710	MTCL2	
256764	WDR72	
333	APLP1	
84734	FAM167B	
65250	CPLANE1	
84765	ZNF577	
493	ATP2B4	
147685	C19orf18	
692086	SNORD17	
2538	G6PC1	
79612	NAA16	
767589	SNORD114-11	
4212	MEIS2	
871	SERPINH1	
7798	LUZP1	
349633	PLET1	
150223	YDJC	
81622	UNC93B1	
648740	ACTG1P4	
100874021	MAGI2-AS2	
9987	HNRNPDL	
9181	ARHGEF2	
55719	SLF2	
2934	GSN	
25956	SEC31B	
10841	FTCD	
101928915	-	
55592	GOLGA2P5	
2744	GLS	
79095	BBLN	
158257	LINC02603	
11107	PRDM5	
283120	H19	
440270	GOLGA8B	
54751	FBLIM1	
102724508	EFCAB13-DT	
6322	SCML1	
54518	APBB1IP	
8425	LTBP4	
130940	CCDC148	
6283	S100A12	
29945	ANAPC4	
7529	YWHAB	
101927289	LINC01237	
6578	SLCO2A1	
6035	RNASE1	
10984	KCNQ1OT1	
5159	PDGFRB	
1727	CYB5R3	
100996266	COMETT	
1265	CNN2	
57228	SMAGP	
9111	NMI	
11282	MGAT4B	
22838	RNF44	
442721	LMOD2	
26045	LRRTM2	
9906	SLC35E2A	
8349	H2BC21	
55033	FKBP14	
253430	IPMK	
130589	GALM	
157506	RDH10	
128077	LIX1L	
54498	SMOX	
130	ADH6	
7940	LST1	
127018	LYPLAL1	
288	ANK3	
8038	ADAM12	
388815	MIR99AHG	
10608	MXD4	
391	RHOG	
25921	ZDHHC5	
9044	BTAF1	
55290	BRF2	
26751	SH3YL1	
1524	CX3CR1	
7318	UBA7	
30850	CDR2L	
129881	CFAP210	
353189	SLCO4C1	
7466	WFS1	
8802	SUCLG1	
285600	KIAA0825	
54785	BORCS6	
5362	PLXNA2	
2995	GYPC	
81030	ZBP1	
55707	NECAP2	
942	CD86	
5376	PMP22	
100124538	SNORA70C	
283131	NEAT1	
5775	PTPN4	
728640	FAM133CP	
9463	PICK1	
92483	LDHAL6B	
143879	KBTBD3	
162073	ITPRIPL2	
219595	FOLH1B	
57493	HEG1	
55891	LENEP	
57337	SENP7	
151295	SLC23A3	
58189	WFDC1	
563	AZGP1	
148696	LOC148696	
2318	FLNC	
4036	LRP2	
54753	ZNF853	
79047	KCTD15	
91304	TMEM259	
9590	AKAP12	
64359	NXN	
8899	PRP4K	
3071	NCKAP1L	
51070	NOSIP	
751816	-	
7329	UBE2I	
285331	CCDC66	
57577	CCDC191	
100874041	MACC1-AS1	
23031	MAST3	
81844	TRIM56	
101927062	LINC02294	
11001	SLC27A2	
5899	RALB	
1339	COX6A2	
79735	TBC1D17	
23396	PIP5K1C	
6891	TAP2	
55917	CTTNBP2NL	
379025	PSMA3-AS1	
51351	ZNF117	
222865	TMEM130	
1535	CYBA	
102723809	HSPA2-AS1	
378938	MALAT1	
3054	HCFC1	
11194	ABCB8	
92292	GLYATL1	
728489	DNLZ	
22795	NID2	
221078	NSUN6	
54482	TRMT13	
25792	CIZ1	
23589	CARHSP1	
100506714	NUP50-DT	
83787	ARMC10	
50515	CHST11	
79868	ALG13	
1370	CPN2	
22980	TCF25	
10365	KLF2	
5538	PPT1	
161436	EML5	
116071	BATF2	
117531	TMC1	
259290	TAS2R31	
1017	CDK2	
50488	MINK1	
767597	SNORD114-19	
7326	UBE2G1	
5354	PLP1	
55841	WWC3	
4298	MLLT1	
26797	SNORD52	
25826	SNORD82	
200942	KLHDC8B	
646214	LOC646214	
79658	ARHGAP10	
677812	SNORA29	
102724059	-	
2014	EMP3	
641700	ECSCR	
3937	LCP2	
10155	TRIM28	
4335	MNT	
57728	WDR19	
3561	IL2RG	
102723403	LOC102723403	
51246	SHISA5	
57205	ATP10D	
100628315	DNM3OS	
767563	SNORD113-3	
24148	PRPF6	
58510	PRODH2	
6812	STXBP1	
55296	TBC1D19	
118491	CFAP70	
7041	TGFB1I1	
57699	CPNE5	
5329	PLAUR	
79819	DNAI4	
6199	RPS6KB2	
2997	GYS1	
3818	KLKB1	
200081	TXLNA	
144481	SOCS2-AS1	
54972	TMEM132A	
84219	WDR24	
129080	EMID1	
100874330	LINC01014	
51390	AIG1	
1032	CDKN2D	
482	ATP1B2	
10567	RABAC1	
55855	DENND10P1	
644135	PDE7B-AS1	
7763	ZFAND5	
146760	RTN4RL1	
5740	PTGIS	
203068	TUBB	
1579	CYP4A11	
162	AP1B1	
2580	GAK	
404093	CUEDC1	
59345	GNB4	
5155	PDGFB	
58496	LY6G5B	
100131496	LOC100131496	
23075	SWAP70	
221883	HOXA11-AS	
5364	PLXNB1	
253018	HCG27	
54732	TMED9	
26804	SNORD45B	
3936	LCP1	
101929577	LOC101929577	
677838	SNORA61	
79165	LENG1	
65267	WNK3	
101927917	TUB-AS1	
100033435	SNORD116-24	
10863	ADAM28	
390075	OR52N5	
5306	PITPNA	
692072	SNORD5	
101929372	LOC101929372	
100500904	MIR3942	
116966	WDR17	
54778	RNF111	
8208	CHAF1B	
9617	MTRF1	
1183	CLCN4	
2194	FASN	
963	CD53	
9984	THOC1	
115207	KCTD12	
124220	ZG16B	
23435	TARDBP	
26018	LRIG1	
692211	SNORD98	
5053	PAH	
55472	RBM12B-AS1	
101927547	ANKRD44-IT1	
81033	KCNH6	
783	CACNB2	
114926	SMIM19	
83986	FAM234A	
4117	MAK	
9487	PIGL	
102723744	-	
8029	CUBN	
10003	NAALAD2	
962	CD48	
20	ABCA2	
83743	GRWD1	
10316	NMUR1	
23142	DCUN1D4	
29959	NRBP1	
51175	TUBE1	
9749	PHACTR2	
728537	C2orf92	
23350	U2SURP	
10657	KHDRBS1	
9853	RUSC2	
81848	SPRY4	
138151	NACC2	
826	CAPNS1	
92092	ZC3HAV1L	
257218	SHPRH	
54810	GIPC2	
124245	ZC3H18	
6678	SPARC	
2324	FLT4	
100131089	SRP14-DT	
677809	SNORA24	
27090	ST6GALNAC4	
58517	RBM25	
64135	IFIH1	
124808	CCDC43	
8665	EIF3F	
10980	COPS6	
26785	SNORD63	
4783	NFIL3	
22937	SCAP	
6134	RPL10	
9826	ARHGEF11	
977	CD151	
29980	DONSON	
400410	ST20	
100302273	-	
6182	MRPL12	
4697	COXFA4	
89876	CFAP91	
55230	USP40	
3119	HLA-DQB1	
100996511	LINC01355	
389941	C1QL3	
9124	PDLIM1	
29934	SNX12	
55343	SLC35C1	
57649	PHF12	
55654	TMEM127	
100132979	GOLGA8DP	
11117	EMILIN1	
51092	SIDT2	
22808	MRAS	
1281	COL3A1	
8682	PEA15	
10280	SIGMAR1	
7111	TMOD1	
5338	PLD2	
4628	MYH10	
5733	PTGER3	
56928	SPPL2B	
100499484	SUGT1P4-STRA6LP	
81577	GFOD2	
706	TSPO	
2013	EMP2	
26783	SNORA65	
1901	S1PR1	
51668	IFT25	
23175	LPIN1	
126393	HSPB6	
100505573	INAFM2	
153090	DAB2IP	
50836	TAS2R8	
5294	PIK3CG	
29994	BAZ2B	
7586	ZKSCAN1	
149076	ZNF362	
23466	CBX6	
256586	LYSMD2	
55577	NAGK	
731275	LINC01347	
90378	SAMD1	
132160	PPM1M	
29109	FHOD1	
6120	RPE	
100131755	ARMCX4	
8786	RGS11	
283518	KCNRG	
7094	TLN1	
100506710	EBLN3P	
56926	NCLN	
6568	SLC17A1	
90525	SHF	
23211	ZC3H4	
100507513	LOC100507513	
25766	PRPF40B	
23390	ZDHHC17	
390066	OR52D1	
23399	CTDNEP1	
64577	ALDH8A1	
23052	ENDOD1	
3779	KCNMB1	
94032	CAMK2N2	
83733	SLC25A18	
