GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
3336	4.23e-02	1.92e-02	0.1029	2.341939	0.2409543	926.9	HSPE1	heat shock protein family E (Hsp10) member 1
6601	4.23e-02	1.92e-02	0.0399	-2.34177	-0.0934758	1466.31	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
109623479	4.23e-02	1.92e-02	0.1696	2.341615	0.3970653	26.19	SNORD169	small nucleolar RNA, C/D box 169
100287102	4.24e-02	1.92e-02	0.156	-2.34141	-0.3651645	7.6	DDX11L1	DEAD/H-box helicase 11 like 1 (pseudogene)
64598	4.24e-02	1.92e-02	0.1735	-2.341308	-0.4062839	51.36	MOSPD3	motile sperm domain containing 3
57835	4.24e-02	1.92e-02	0.0923	-2.341199	-0.2160232	74.12	SLC4A5	solute carrier family 4 member 5
102723759	4.24e-02	1.92e-02	0.1989	2.341111	0.4656829	12.92	LOC102723759	uncharacterized LOC102723759
107986833	4.24e-02	1.92e-02	0.1906	2.340808	0.4460471	10.67	LOC107986833	uncharacterized LOC107986833
105377290	4.24e-02	1.92e-02	0.1259	2.340714	0.2947874	451.51	LOC105377290	uncharacterized LOC105377290
283571	4.24e-02	1.92e-02	0.1	2.340737	0.2341408	122.09	PROX2	prospero homeobox 2
22844	4.24e-02	1.93e-02	0.1557	-2.340587	-0.3643526	54.84	FRMPD1	FERM and PDZ domain containing 1
257629	4.24e-02	1.93e-02	0.0658	2.340433	0.1539363	763.12	ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B
6168	4.24e-02	1.93e-02	0.1049	-2.340387	-0.2453928	4278.36	RPL37A	ribosomal protein L37a
2677	4.24e-02	1.93e-02	0.0567	2.340307	0.1326887	5775.29	GGCX	gamma-glutamyl carboxylase
105379087	4.24e-02	1.93e-02	0.1226	2.340251	0.2870173	58.53	LOC105379087	uncharacterized LOC105379087
91647	4.24e-02	1.93e-02	0.0562	-2.340249	-0.1314933	183.78	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2
101929964	4.25e-02	1.93e-02	0.1157	2.340178	0.2706888	24.92	LOC101929964	
84133	4.25e-02	1.93e-02	0.0745	2.339874	0.1743912	496.63	ZNRF3	zinc and ring finger 3
51389	4.25e-02	1.93e-02	0.0603	2.339654	0.1411838	538.6	RWDD1	RWD domain containing 1
199786	4.25e-02	1.93e-02	0.1834	-2.339301	-0.4289995	20.49	NIBAN3	niban apoptosis regulator 3
339745	4.26e-02	1.93e-02	0.0645	2.339154	0.1508396	806.23	SPOPL	speckle type BTB/POZ protein like
26507	4.26e-02	1.93e-02	0.1714	2.339088	0.400921	53.58	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1
27249	4.26e-02	1.93e-02	0.0794	2.338868	0.1857057	1473.74	MMADHC	metabolism of cobalamin associated D
153129	4.26e-02	1.94e-02	0.0655	2.338205	0.1532582	432.24	SLC38A9	solute carrier family 38 member 9
83887	4.27e-02	1.94e-02	0.1399	2.337522	0.3270303	65.11	TTLL2	tubulin tyrosine ligase like 2
79977	4.27e-02	1.94e-02	0.1835	-2.337549	-0.4289281	61.63	GRHL2	grainyhead like transcription factor 2
2774	4.27e-02	1.94e-02	0.0619	2.337464	0.1447697	186.56	GNAL	G protein subunit alpha L
105375168	4.28e-02	1.94e-02	0.2422	2.337064	0.5659988	7.25	LOC105375168	uncharacterized LOC105375168
107984285	4.28e-02	1.94e-02	0.1253	2.337016	0.2928566	33.85	LOC107984285	replaced by ID 23185
439965	4.28e-02	1.94e-02	0.0889	2.336968	0.2076937	846.51	SHLD2P3	shieldin complex subunit 2 pseudogene 3
253982	4.28e-02	1.94e-02	0.1231	-2.33699	-0.2877473	20.16	ASPHD1	aspartate beta-hydroxylase domain containing 1
151194	4.28e-02	1.94e-02	0.0506	2.336795	0.1181784	209.6	METTL21A	methyltransferase 21A, HSPA lysine
332	4.28e-02	1.95e-02	0.1728	-2.336757	-0.4036954	13.81	BIRC5	baculoviral IAP repeat containing 5
51251	4.28e-02	1.95e-02	0.0674	2.33626	0.1575402	230.47	NT5C3A	5'-nucleotidase, cytosolic IIIA
728640	4.28e-02	1.95e-02	0.1599	-2.336062	-0.3735708	62.39	FAM133CP	family with sequence similarity 133, member A pseudogene
101060200	4.28e-02	1.95e-02	0.0835	2.336091	0.1950084	127.5	ZNF891	zinc finger protein 891
89890	4.29e-02	1.95e-02	0.0533	2.335827	0.1244136	232.03	KBTBD6	kelch repeat and BTB domain containing 6
441150	4.29e-02	1.95e-02	0.1723	-2.335762	-0.4023691	7.94	C6orf226	chromosome 6 open reading frame 226
4718	4.29e-02	1.95e-02	0.0801	2.335726	0.1870431	1106.99	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2
107985224	4.29e-02	1.95e-02	0.176	2.335594	0.4110578	9.5	LOC107985224	uncharacterized LOC107985224
10062	4.29e-02	1.95e-02	0.1065	-2.335523	-0.2487604	701.85	NR1H3	nuclear receptor subfamily 1 group H member 3
2874	4.29e-02	1.95e-02	0.1291	-2.335559	-0.3015195	230.67	GPS2	G protein pathway suppressor 2
3002	4.29e-02	1.95e-02	0.1741	-2.335432	-0.406564	17.93	GZMB	granzyme B
64146	4.29e-02	1.95e-02	0.061	2.335421	0.1424101	290.4	PDF	peptide deformylase, mitochondrial
10578	4.29e-02	1.95e-02	0.2293	-2.3352	-0.5353589	40.49	GNLY	granulysin
9733	4.30e-02	1.96e-02	0.0338	-2.334687	-0.0789175	653.71	SART3	spliceosome associated factor 3, U4/U6 recycling protein
64771	4.30e-02	1.96e-02	0.052	2.334143	0.1214744	3511.21	ILRUN	inflammation and lipid regulator with UBA-like and NBR1-like domains
64900	4.31e-02	1.96e-02	0.1385	-2.3337	-0.323137	546.19	LPIN3	lipin 3
10928	4.32e-02	1.97e-02	0.0572	-2.33263	-0.1333307	746.91	RALBP1	ralA binding protein 1
412	4.32e-02	1.97e-02	0.0922	2.332573	0.2150594	716.55	STS	steroid sulfatase
493	4.32e-02	1.97e-02	0.105	-2.332498	-0.2448455	1629.62	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
107984887	4.32e-02	1.97e-02	0.1606	2.332394	0.3745222	277.66	LOC107984887	uncharacterized LOC107984887
100534592	4.32e-02	1.97e-02	0.0674	2.332268	0.1572107	242.52	URGCP-MRPS24	URGCP-MRPS24 readthrough
112268118	4.32e-02	1.97e-02	0.1285	-2.332069	-0.2997106	14.58	LOC112268118	uncharacterized LOC112268118
3988	4.32e-02	1.97e-02	0.1449	-2.331983	-0.3378325	2968.91	LIPA	lipase A, lysosomal acid type
2120	4.32e-02	1.97e-02	0.0522	-2.331967	-0.1218291	656.9	ETV6	ETS variant transcription factor 6
282763	4.33e-02	1.97e-02	0.2294	2.331618	0.5348226	8.68	OR51B5	olfactory receptor family 51 subfamily B member 5
105373939	4.33e-02	1.97e-02	0.2414	-2.33146	-0.5627458	14.6	LOC105373939	uncharacterized LOC105373939
105374976	4.33e-02	1.97e-02	0.2676	2.331466	0.6240009	57.61	LOC105374976	uncharacterized LOC105374976
10692	4.33e-02	1.97e-02	0.1686	2.331384	0.3930568	16.63	RRH	retinal pigment epithelium-derived rhodopsin homolog
84062	4.33e-02	1.98e-02	0.0756	-2.330883	-0.1761959	120.17	DTNBP1	dystrobrevin binding protein 1
113146	4.34e-02	1.98e-02	0.1929	-2.330277	-0.449483	67.5	AHNAK2	AHNAK nucleoprotein 2
285954	4.34e-02	1.98e-02	0.2205	2.330115	0.513761	7.36	INHBA-AS1	INHBA antisense RNA 1
100873965	4.34e-02	1.98e-02	0.053	2.330114	0.1234897	78.53	MED4-AS1	MED4 antisense RNA 1
123876	4.34e-02	1.98e-02	0.0893	2.330005	0.2080858	13775.2	ACSM2A	acyl-CoA synthetase medium chain family member 2A
81610	4.34e-02	1.98e-02	0.144	2.329807	0.3353887	43.13	FAM83D	family with sequence similarity 83 member D
100287932	4.34e-02	1.98e-02	0.0564	2.329758	0.131361	526.67	TIMM23	translocase of inner mitochondrial membrane 23
23604	4.35e-02	1.98e-02	0.0867	-2.329255	-0.2019517	105.71	DAPK2	death associated protein kinase 2
51321	4.35e-02	1.98e-02	0.0529	2.329177	0.1233156	442.97	AMZ2	archaelysin family metallopeptidase 2
101927673	4.36e-02	1.99e-02	0.2198	-2.328657	-0.5118883	12.46	LOC101927673	
222663	4.36e-02	1.99e-02	0.107	-2.328483	-0.2491968	133.71	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3
101929309	4.36e-02	1.99e-02	0.3125	-2.327973	-0.7274184	27.97	LOC101929309	uncharacterized LOC101929309
55183	4.36e-02	1.99e-02	0.0572	2.327775	0.1332511	2599.74	RIF1	replication timing regulatory factor 1
4513	4.36e-02	1.99e-02	0.1469	-2.327717	-0.3419597	79882.45	COX2	cytochrome c oxidase subunit II
80210	4.37e-02	2.00e-02	0.1131	-2.327285	-0.2632423	115.72	ARMC9	armadillo repeat containing 9
440434	4.37e-02	1.99e-02	0.0813	2.327293	0.1891673	250.97	NPEPPSP1	NPEPPS pseudogene 1
105372279	4.37e-02	1.99e-02	0.0726	2.327302	0.1688733	57.46	LOC105372279	uncharacterized LOC105372279
5420	4.37e-02	2.00e-02	0.1244	-2.326906	-0.2895004	614.17	PODXL	podocalyxin like
4524	4.37e-02	2.00e-02	0.0864	-2.326736	-0.2010117	589.31	MTHFR	methylenetetrahydrofolate reductase
7292	4.37e-02	2.00e-02	0.1063	2.326707	0.2474332	1224.44	TNFSF4	TNF superfamily member 4
100132891	4.37e-02	2.00e-02	0.1541	-2.326653	-0.3584596	68.98	MSC-AS1	MSC antisense RNA 1
6943	4.38e-02	2.00e-02	0.1398	-2.326413	-0.3252439	87.57	TCF21	transcription factor 21
100147773	4.38e-02	2.00e-02	0.156	2.326332	0.3629736	51.14	TMCO1-AS1	TMCO1 antisense RNA 1
654483	4.38e-02	2.00e-02	0.1327	-2.325952	-0.3087548	35.29	BOLA2B	bolA family member 2B
419	4.39e-02	2.01e-02	0.2181	2.325183	0.5070653	10.27	ART3	ADP-ribosyltransferase 3 (inactive)
107986357	4.39e-02	2.01e-02	0.1422	2.324958	0.3304976	35.82	LOC107986357	
79627	4.39e-02	2.01e-02	0.0912	-2.324959	-0.2120162	934.01	OGFRL1	opioid growth factor receptor like 1
23324	4.39e-02	2.01e-02	0.0937	-2.324742	-0.21776	733.6	MAN2B2	mannosidase alpha class 2B member 2
105375403	4.39e-02	2.01e-02	0.1928	2.324608	0.4482582	7.09	BET1-AS1	BET1 antisense RNA 1
7268	4.40e-02	2.01e-02	0.0482	2.32445	0.1119822	132.76	TTC4	tetratricopeptide repeat domain 4
7099	4.40e-02	2.01e-02	0.1108	-2.324327	-0.2574991	1193.47	TLR4	toll like receptor 4
390637	4.40e-02	2.01e-02	0.0706	-2.324245	-0.1641146	82.91	GDPGP1	GDP-D-glucose phosphorylase 1
101409257	4.40e-02	2.01e-02	0.1535	-2.324157	-0.3566537	11.23	EZR-AS1	EZR antisense RNA 1
4853	4.40e-02	2.01e-02	0.0467	2.323986	0.1085476	5829.58	NOTCH2	notch receptor 2
9957	4.40e-02	2.01e-02	0.1334	-2.323999	-0.3099297	64.06	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
51507	4.40e-02	2.01e-02	0.0631	-2.323806	-0.1465788	643.22	RTF2	replication termination factor 2
339488	4.40e-02	2.02e-02	0.1089	-2.323476	-0.2529838	49.91	TFAP2E	transcription factor AP-2 epsilon
105374997	4.41e-02	2.02e-02	0.153	2.323192	0.3555405	45.68	LOC105374997	replaced by ID 222696
102723899	4.41e-02	2.02e-02	0.1129	2.322933	0.2622798	26.91	PTTG1IP2	PTTG1IP family member 2
9889	4.41e-02	2.02e-02	0.0529	-2.322646	-0.1228733	408.38	ZBED4	zinc finger BED-type containing 4
55745	4.41e-02	2.02e-02	0.0641	2.322532	0.1489425	1122.78	AP5M1	adaptor related protein complex 5 subunit mu 1
941	4.42e-02	2.02e-02	0.1247	-2.322271	-0.2895514	42.12	CD80	CD80 molecule
2535	4.42e-02	2.02e-02	0.2233	-2.321873	-0.5184255	7.47	FZD2	frizzled class receptor 2
7695	4.42e-02	2.02e-02	0.0552	2.321859	0.1281974	262.1	ZNF136	zinc finger protein 136
80817	4.42e-02	2.02e-02	0.0669	2.321763	0.1552902	513.2	CEP44	centrosomal protein 44
83860	4.42e-02	2.03e-02	0.052	2.321551	0.1207962	187.43	TAF3	TATA-box binding protein associated factor 3
79791	4.43e-02	2.03e-02	0.1068	-2.321214	-0.2478535	751.43	FBXO31	F-box protein 31
54454	4.43e-02	2.03e-02	0.0556	2.321008	0.1290459	1333.38	ATAD2B	ATPase family AAA domain containing 2B
80004	4.43e-02	2.03e-02	0.0634	2.320744	0.1472133	1911.34	ESRP2	epithelial splicing regulatory protein 2
11097	4.43e-02	2.03e-02	0.0502	2.32061	0.1166064	268.5	NUP42	nucleoporin 42
60487	4.43e-02	2.03e-02	0.0839	2.320426	0.1947616	1236.47	TRMT11	tRNA methyltransferase 11 homolog
7597	4.43e-02	2.03e-02	0.0422	2.320384	0.0979383	1005.51	ZBTB25	zinc finger and BTB domain containing 25
51382	4.43e-02	2.03e-02	0.066	2.320395	0.1531459	544.55	ATP6V1D	ATPase H+ transporting V1 subunit D
112268127	4.43e-02	2.03e-02	0.0893	2.320326	0.2071749	1179.08	LOC112268127	uncharacterized LOC112268127
642843	4.44e-02	2.03e-02	0.0898	2.319887	0.2084409	18.32	CPSF4L	cleavage and polyadenylation specific factor 4 like
112268418	4.44e-02	2.04e-02	0.1313	2.319824	0.3044884	54.01	LOC112268418	uncharacterized LOC112268418
317762	4.44e-02	2.04e-02	0.0763	-2.319537	-0.1770372	663.83	CCDC85C	coiled-coil domain containing 85C
105371932	4.44e-02	2.04e-02	0.1388	-2.319391	-0.3220425	14.55	LOC105371932	uncharacterized LOC105371932
101927472	4.45e-02	2.04e-02	0.2166	-2.319068	-0.5022211	9.29	ITPRIP-AS1	ITPRIP antisense RNA 1
113218500	4.45e-02	2.04e-02	0.1087	-2.319063	-0.2520232	1503.73	MIR10393	microRNA 10393
197257	4.45e-02	2.04e-02	0.1656	-2.319092	-0.3839957	614.54	LDHD	lactate dehydrogenase D
130916	4.45e-02	2.04e-02	0.0576	2.318917	0.1335494	936.02	MTERF4	mitochondrial transcription termination factor 4
65999	4.45e-02	2.04e-02	0.1349	-2.318889	-0.3127303	91.82	LRRC61	leucine rich repeat containing 61
51567	4.45e-02	2.04e-02	0.0624	2.318658	0.1447767	621.6	TDP2	tyrosyl-DNA phosphodiesterase 2
6564	4.45e-02	2.04e-02	0.0857	2.318586	0.1987222	684	SLC15A1	solute carrier family 15 member 1
7182	4.45e-02	2.04e-02	0.0406	2.318402	0.0940698	1425.26	NR2C2	nuclear receptor subfamily 2 group C member 2
57542	4.45e-02	2.04e-02	0.0595	2.318163	0.1378601	484.59	KLHL42	kelch like family member 42
9212	4.46e-02	2.05e-02	0.202	-2.317981	-0.4681444	8.64	AURKB	aurora kinase B
22903	4.46e-02	2.05e-02	0.067	-2.317899	-0.1553853	375.21	BTBD3	BTB domain containing 3
126792	4.46e-02	2.05e-02	0.0958	-2.317773	-0.2220195	108.69	B3GALT6	beta-1,3-galactosyltransferase 6
27257	4.46e-02	2.05e-02	0.066	2.317808	0.1530448	162.6	LSM1	LSM1 homolog, mRNA degradation associated
732265	4.46e-02	2.05e-02	0.2223	-2.317323	-0.5150686	17.09	COMMD4P2	COMM domain containing 4 pseudogene 2
284252	4.47e-02	2.05e-02	0.0928	-2.316755	-0.2149292	63.21	KCTD1	potassium channel tetramerization domain containing 1
57654	4.47e-02	2.05e-02	0.0906	-2.316644	-0.209791	575.47	UVSSA	UV stimulated scaffold protein A
285605	4.47e-02	2.05e-02	0.0699	2.316494	0.1618712	352.28	DTWD2	DTW domain containing 2
26253	4.47e-02	2.05e-02	0.277	-2.316464	-0.6415855	14.34	CLEC4E	C-type lectin domain family 4 member E
58528	4.47e-02	2.05e-02	0.0907	2.31623	0.2100461	310.02	RRAGD	Ras related GTP binding D
105378642	4.47e-02	2.06e-02	0.2122	2.316142	0.4914112	68.46	LOC105378642	uncharacterized LOC105378642
101928628	4.48e-02	2.06e-02	0.2116	2.315912	0.4900663	22.97	LOC101928628	uncharacterized LOC101928628
84569	4.48e-02	2.06e-02	0.1893	2.315896	0.4383191	23.17	LYZL1	lysozyme like 1
51023	4.48e-02	2.06e-02	0.0617	2.315845	0.1428513	208.61	MRPS18C	mitochondrial ribosomal protein S18C
105378235	4.48e-02	2.06e-02	0.1178	2.315764	0.2727999	57.24	ATOX1-AS1	ATOX1 antisense RNA 1
151	4.48e-02	2.06e-02	0.146	-2.315531	-0.3381819	138.04	ADRA2B	adrenoceptor alpha 2B
8836	4.48e-02	2.06e-02	0.1	2.315462	0.2315081	1442.37	GGH	gamma-glutamyl hydrolase
959	4.48e-02	2.06e-02	0.2008	-2.315247	-0.4648575	27.55	CD40LG	CD40 ligand
693216	4.48e-02	2.06e-02	0.1717	-2.315046	-0.3974812	11.83	MIR631	microRNA 631
23302	4.48e-02	2.06e-02	0.1166	-2.314912	-0.2700191	52.89	WSCD1	WSC domain containing 1
83932	4.49e-02	2.06e-02	0.0572	2.314405	0.1324798	202.74	SPRTN	SprT-like N-terminal domain
3284	4.49e-02	2.07e-02	0.1431	2.314238	0.3312087	18.51	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
133308	4.50e-02	2.07e-02	0.0699	2.313653	0.1617913	1134.31	SLC9B2	solute carrier family 9 member B2
339201	4.50e-02	2.07e-02	0.0878	-2.31355	-0.2031048	74.35	ASB16-AS1	ASB16 antisense RNA 1
51335	4.50e-02	2.07e-02	0.0532	-2.313441	-0.1229634	841.8	NGRN	neugrin, neurite outgrowth associated
100129792	4.50e-02	2.07e-02	0.0968	2.313273	0.2239888	26707.56	CCDC152	coiled-coil domain containing 152
105375366	4.50e-02	2.07e-02	0.1783	2.313038	0.412369	18.93	LOC105375366	uncharacterized LOC105375366
173	4.51e-02	2.07e-02	0.0847	2.312864	0.1959511	19879.47	AFM	afamin
669	4.51e-02	2.07e-02	0.0694	2.312642	0.1604453	153.47	BPGM	bisphosphoglycerate mutase
3189	4.51e-02	2.07e-02	0.0695	2.312624	0.1607205	750.84	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3
284406	4.51e-02	2.07e-02	0.1134	-2.312585	-0.2622502	70.59	ZFP82	ZFP82 zinc finger protein
107984831	4.51e-02	2.07e-02	0.3027	2.312543	0.7000567	6.51	LOC107984831	uncharacterized LOC107984831
105370798	4.51e-02	2.08e-02	0.1768	2.312502	0.4088053	6.64	LOC105370798	uncharacterized LOC105370798
51329	4.51e-02	2.08e-02	0.1466	-2.312389	-0.3390612	506.77	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4
8620	4.51e-02	2.08e-02	0.1167	-2.31219	-0.2698767	22.72	NPFF	neuropeptide FF-amide peptide precursor
107984965	4.51e-02	2.08e-02	0.1219	2.31185	0.2817572	44.79	LOC107984965	uncharacterized LOC107984965
105373527	4.52e-02	2.08e-02	0.2015	2.311667	0.4658034	7.64	LOC105373527	uncharacterized LOC105373527
2629	4.52e-02	2.08e-02	0.1054	-2.311608	-0.2435459	358.29	GBA1	glucosylceramidase beta 1
57179	4.52e-02	2.08e-02	0.0604	2.311593	0.139633	1391.21	KIAA1191	KIAA1191
9712	4.52e-02	2.08e-02	0.0744	2.311205	0.1720656	1172.9	USP6NL	USP6 N-terminal like
55063	4.52e-02	2.08e-02	0.0594	2.311146	0.1371947	190.82	ZCWPW1	zinc finger CW-type and PWWP domain containing 1
105379484	4.52e-02	2.08e-02	0.2604	-2.310785	-0.6017028	11.24	LOC105379484	uncharacterized LOC105379484
100130887	4.53e-02	2.09e-02	0.1611	2.310113	0.3722302	18.75	ATE1-AS1	ATE1 antisense RNA 1
100131626	4.53e-02	2.09e-02	0.0861	2.310037	0.198975	80.75	LOC100131626	uncharacterized LOC100131626
100130172	4.54e-02	2.09e-02	0.1611	2.309669	0.3720012	7.79	FAM13B-AS1	FAM13B antisense RNA 1
843	4.54e-02	2.09e-02	0.0538	-2.309587	-0.1241941	446.69	CASP10	caspase 10
641339	4.54e-02	2.09e-02	0.0624	2.309572	0.1442211	227.49	ZNF674	zinc finger protein 674
6159	4.54e-02	2.09e-02	0.1196	-2.309426	-0.2762367	1399.11	RPL29	ribosomal protein L29
101243545	4.54e-02	2.09e-02	0.098	-2.309386	-0.2262957	653.92	LINC02067	long intergenic non-protein coding RNA 2067
79154	4.54e-02	2.09e-02	0.1016	-2.309389	-0.2345655	72.69	DHRS11	dehydrogenase/reductase 11
2204	4.54e-02	2.09e-02	0.3299	-2.309289	-0.7618207	6.98	FCAR	Fc alpha receptor
3898	4.54e-02	2.09e-02	0.1457	-2.309015	-0.336529	223.77	LAD1	ladinin 1
105379154	4.54e-02	2.10e-02	0.143	2.308735	0.330207	14.02	LOC105379154	uncharacterized LOC105379154
283970	4.55e-02	2.10e-02	0.0769	2.30837	0.1775312	1941.31	PDXDC2P-NPIPB14P	PDXDC2P-NPIPB14P readthrough
3137	4.55e-02	2.10e-02	0.1213	-2.308199	-0.2799929	41.07	HLA-J	major histocompatibility complex, class I, J (pseudogene)
83873	4.55e-02	2.10e-02	0.1828	2.307943	0.4218013	10.82	GPR61	G protein-coupled receptor 61
26261	4.56e-02	2.10e-02	0.1539	-2.307642	-0.3552523	28.36	FBXO24	F-box protein 24
81831	4.56e-02	2.10e-02	0.1962	-2.307649	-0.4528596	20.22	NETO2	neuropilin and tolloid like 2
107985768	4.56e-02	2.10e-02	0.1311	2.307424	0.3025105	42.27	LOC107985768	
23632	4.56e-02	2.10e-02	0.0739	2.307386	0.1705036	290.32	CA14	carbonic anhydrase 14
5602	4.56e-02	2.10e-02	0.1235	-2.307303	-0.2848857	240.93	MAPK10	mitogen-activated protein kinase 10
2328	4.56e-02	2.11e-02	0.0909	2.306794	0.2098018	14011.71	FMO3	flavin containing dimethylaniline monoxygenase 3
4733	4.56e-02	2.11e-02	0.0539	2.306736	0.1243379	437.61	DRG1	developmentally regulated GTP binding protein 1
8434	4.57e-02	2.11e-02	0.0961	-2.306642	-0.2216858	275.8	RECK	reversion inducing cysteine rich protein with kazal motifs
105374937	4.57e-02	2.11e-02	0.1394	2.306542	0.321603	53.84	LOC105374937	uncharacterized LOC105374937
105373673	4.57e-02	2.11e-02	0.1204	2.30605	0.2775701	59.12	LOC105373673	uncharacterized LOC105373673
9437	4.58e-02	2.11e-02	0.167	-2.305468	-0.3849369	21.51	NCR1	natural cytotoxicity triggering receptor 1
101929057	4.58e-02	2.12e-02	0.1314	2.305266	0.3029165	322.46	MDN1-AS1	MDN1 antisense RNA 1
10672	4.58e-02	2.12e-02	0.1083	-2.305288	-0.2496522	1265.27	GNA13	G protein subunit alpha 13
101927136	4.58e-02	2.12e-02	0.2022	2.305194	0.4662022	197.52	LOC101927136	uncharacterized LOC101927136
114795	4.59e-02	2.12e-02	0.2133	2.304729	0.4915157	21.87	TMEM132B	transmembrane protein 132B
80017	4.59e-02	2.12e-02	0.0574	-2.304624	-0.1323666	860.29	DGLUCY	D-glutamate cyclase
7748	4.59e-02	2.12e-02	0.0597	2.304528	0.137595	379.49	ZNF195	zinc finger protein 195
105378687	4.59e-02	2.12e-02	0.1956	-2.303882	-0.4505338	6.46	CDC20-DT	CDC20 divergent transcript
8939	4.60e-02	2.13e-02	0.0399	2.303193	0.0918764	1202.96	FUBP3	far upstream element binding protein 3
7381	4.60e-02	2.13e-02	0.0918	2.303137	0.2114423	1822.08	UQCRB	ubiquinol-cytochrome c reductase binding protein
105370777	4.61e-02	2.13e-02	0.2615	-2.302748	-0.602168	6.7	LOC105370777	uncharacterized LOC105370777
7023	4.61e-02	2.13e-02	0.1189	-2.302632	-0.2737637	45.46	TFAP4	transcription factor AP-4
80069	4.61e-02	2.13e-02	0.1479	-2.302569	-0.3404501	60.25	LINC00574	long intergenic non-protein coding RNA 574
60493	4.61e-02	2.13e-02	0.0605	2.30255	0.139278	326.35	FASTKD5	FAST kinase domains 5
8819	4.61e-02	2.13e-02	0.1073	-2.302408	-0.2470433	46.94	SAP30	Sin3A associated protein 30
5795	4.61e-02	2.13e-02	0.0549	2.302313	0.1264588	2422.06	PTPRJ	protein tyrosine phosphatase receptor type J
338323	4.62e-02	2.13e-02	0.1367	2.301754	0.3145474	58.03	NLRP14	NLR family pyrin domain containing 14
11170	4.62e-02	2.14e-02	0.1335	-2.301666	-0.3073103	106.86	FAM107A	family with sequence similarity 107 member A
105372903	4.62e-02	2.14e-02	0.2222	-2.30136	-0.5114463	6.37	LOC105372903	uncharacterized LOC105372903
100288974	4.63e-02	2.14e-02	0.1184	2.300743	0.2723198	132.28	BMS1P21	BMS1 pseudogene 21
1519	4.63e-02	2.14e-02	0.0744	2.300375	0.1711823	2040.1	CTSO	cathepsin O
105375067	4.63e-02	2.14e-02	0.173	2.300095	0.3978175	14.46	LOC105375067	
105370540	4.64e-02	2.15e-02	0.1689	2.299956	0.3883795	36.64	LINC02290	long intergenic non-protein coding RNA 2290
9816	4.64e-02	2.15e-02	0.0705	-2.299817	-0.1621037	149.31	URB2	URB2 ribosome biogenesis homolog
64135	4.64e-02	2.15e-02	0.0676	2.299687	0.1553877	683.36	IFIH1	interferon induced with helicase C domain 1
105376860	4.64e-02	2.15e-02	0.1875	-2.299408	-0.4311689	10.06	LOC105376860	uncharacterized LOC105376860
54463	4.64e-02	2.15e-02	0.1405	2.299273	0.3231323	646.02	RETREG1	reticulophagy regulator 1
79819	4.65e-02	2.15e-02	0.085	2.298759	0.1952977	85.09	DNAI4	dynein axonemal intermediate chain 4
2241	4.65e-02	2.15e-02	0.0634	2.29856	0.1458297	967.2	FER	FER tyrosine kinase
580	4.65e-02	2.15e-02	0.1017	-2.298295	-0.2337036	114.9	BARD1	BRCA1 associated RING domain 1
2235	4.66e-02	2.16e-02	0.0634	2.297882	0.1456432	891.87	FECH	ferrochelatase
105378353	4.66e-02	2.16e-02	0.1495	-2.297751	-0.3434991	31.74	LOC105378353	uncharacterized LOC105378353
100750247	4.66e-02	2.16e-02	0.1471	-2.297718	-0.3380212	164.62	HIF1A-AS2	HIF1A antisense RNA 2
105370841	4.66e-02	2.16e-02	0.1302	2.297715	0.2991373	363.89	LOC105370841	uncharacterized LOC105370841
11168	4.66e-02	2.16e-02	0.0625	2.297269	0.1435781	742.33	PSIP1	PC4 and SRSF1 interacting protein 1
22926	4.67e-02	2.16e-02	0.0654	2.296746	0.1501391	2239.02	ATF6	activating transcription factor 6
146057	4.67e-02	2.16e-02	0.0424	2.296697	0.0974617	924.98	TTBK2	tau tubulin kinase 2
206426	4.68e-02	2.17e-02	0.1451	2.296034	0.3331559	23.71	PIP5K1P1	phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 1
2822	4.68e-02	2.17e-02	0.0888	2.29603	0.2038064	3831.65	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
113523640	4.68e-02	2.17e-02	0.1639	2.296014	0.3763181	59.2	DCXR-DT	DCXR divergent transcript
102724701	4.68e-02	2.17e-02	0.1317	2.296037	0.3024951	573.41	LOC102724701	uncharacterized LOC102724701
130340	4.68e-02	2.17e-02	0.1022	-2.295658	-0.2346904	54.15	AP1S3	adaptor related protein complex 1 subunit sigma 3
55178	4.69e-02	2.17e-02	0.0831	-2.294777	-0.1906591	140.14	MRM3	mitochondrial rRNA methyltransferase 3
147991	4.69e-02	2.18e-02	0.0514	2.294558	0.1178414	539.08	DPY19L3	dpy-19 like C-mannosyltransferase 3
