Gene ID	Gene Symbol	
7978	MTERF1	
23466	CBX6	
3588	IL10RB	
27075	TSPAN13	
10367	MICU1	
728448	PPIEL	
7531	YWHAE	
8612	PLPP2	
64743	WDR13	
8480	RAE1	
6183	MRPS12	
79777	ACBD4	
5287	PIK3C2B	
2997	GYS1	
26007	TKFC	
54546	RNF186	
54463	RETREG1	
79070	POGLUT2	
7486	WRN	
7134	TNNC1	
3988	LIPA	
79850	TLCD3A	
7756	ZNF207	
1349	COX7B	
2542	SLC37A4	
7991	TUSC3	
3291	HSD11B2	
7770	ZNF227	
10635	RAD51AP1	
5967	REG1A	
2016	EMX1	
513	ATP5F1D	
65108	MARCKSL1	
23221	RHOBTB2	
8408	ULK1	
7913	DEK	
837	CASP4	
79098	C1orf116	
653483	AFDN-DT	
55727	BTBD7	
51192	CKLF	
5998	RGS3	
140803	TRPM6	
11316	COPE	
23086	EXPH5	
4924	NUCB1	
6281	S100A10	
7157	TP53	
7037	TFRC	
2217	FCGRT	
51329	ARL6IP4	
5127	CDK16	
4705	NDUFA10	
125893	ZNF816	
5694	PSMB6	
834	CASP1	
5693	PSMB5	
2591	GALNT3	
23114	NFASC	
1841	DTYMK	
23621	BACE1	
5481	PPID	
6256	RXRA	
5164	PDK2	
10013	HDAC6	
506	ATP5F1B	
8508	NIPSNAP1	
911	CD1C	
79960	JADE1	
55689	YEATS2	
1153	CIRBP	
51155	JPT1	
10664	CTCF	
9353	SLIT2	
116372	LYPD1	
23016	EXOSC7	
51294	PCDH12	
10140	TOB1	
1525	CXADR	
3636	INPPL1	
10444	ZER1	
2773	GNAI3	
7058	THBS2	
4695	NDUFA2	
1633	DCK	
3455	IFNAR2	
7187	TRAF3	
2700	GJA3	
7351	UCP2	
388	RHOB	
275	AMT	
10418	SPON1	
10875	FGL2	
55701	ARHGEF40	
11344	TWF2	
4192	MDK	
79668	PARP8	
56993	TOMM22	
27131	SNX5	
79596	OBI1	
9601	PDIA4	
636	BICD1	
6576	SLC25A1	
4236	MFAP1	
5743	PTGS2	
65010	SLC26A6	
63941	NECAB3	
9380	GRHPR	
112464	CAVIN3	
23770	FKBP8	
3248	HPGD	
5010	CLDN11	
29108	PYCARD	
9200	HACD1	
140883	ZNF280B	
2824	GPM6B	
54494	C11orf71	
55008	HERC6	
6521	SLC4A1	
54765	TRIM44	
2274	FHL2	
5986	RFNG	
9111	NMI	
8192	CLPP	
839	CASP6	
5603	MAPK13	
23647	ARFIP2	
30	ACAA1	
79071	ELOVL6	
384	ARG2	
116496	NIBAN1	
58494	JAM2	
5284	PIGR	
274	BIN1	
306	ANXA3	
80031	SEMA6D	
329	BIRC2	
6919	TCEA2	
11343	MGLL	
291	SLC25A4	
57147	SCYL3	
8402	SLC25A11	
23394	ADNP	
54918	CMTM6	
23413	NCS1	
51142	CHCHD2	
90333	ZNF468	
1725	DHPS	
64219	PJA1	
3420	IDH3B	
79763	ISOC2	
301	ANXA1	
81563	C1orf21	
5728	PTEN	
54998	AURKAIP1	
7869	SEMA3B	
827	CAPN6	
2077	ERF	
2139	EYA2	
9754	STARD8	
10537	UBD	
1306	COL15A1	
59343	SENP2	
7431	VIM	
29796	UQCR10	
10952	SEC61B	
4848	CNOT2	
56061	UBFD1	
93349	SP140L	
1649	DDIT3	
9949	AMMECR1	
79772	MCTP1	
29882	ANAPC2	
133	ADM	
2166	FAAH	
26136	TES	
5796	PTPRK	
6733	SRPK2	
5824	PEX19	
23586	RIGI	
7704	ZBTB16	
54539	NDUFB11	
760	CA2	
28232	SLCO3A1	
402	ARL2	
369	ARAF	
6241	RRM2	
1365	CLDN3	
56905	PRMT2IP	
7102	TSPAN7	
23023	TMCC1	
3357	HTR2B	
3710	ITPR3	
1950	EGF	
3684	ITGAM	
1520	CTSS	
10799	RPP40	
79443	FYCO1	
7412	VCAM1	
23643	LY96	
9576	SPAG6	
8487	GEMIN2	
146691	TOM1L2	
4015	LOX	
10891	PPARGC1A	
2200	FBN1	
3087	HHEX	
629	CFB	
2719	GPC3	
3273	HRG	
9839	ZEB2	
1381	CRABP1	
6403	SELP	
9058	SLC13A2	
3074	HEXB	
51728	POLR3K	
4125	MAN2B1	
8314	BAP1	
4363	ABCC1	
26470	SEZ6L2	
5089	PBX2	
54996	MTARC2	
64359	NXN	
10100	TSPAN2	
1001	CDH3	
55733	HHAT	
9920	KBTBD11	
9580	SOX13	
55186	SLC25A36	
6525	SMTN	
10019	SH2B3	
23410	SIRT3	
8805	TRIM24	
23498	HAAO	
26098	EDRF1	
10125	RASGRP1	
353	APRT	
10813	UTP14A	
64108	RTP4	
126231	ZNF573	
2589	GALNT1	
5894	RAF1	
26999	CYFIP2	
2975	GTF3C1	
28992	MACROD1	
10507	SEMA4D	
9796	PHYHIP	
10157	AASS	
2584	GALK1	
79781	DRC11	
6640	SNTA1	
9851	KIAA0753	
23012	STK38L	
57476	GRAMD1B	
4214	MAP3K1	
7752	ZNF200	
5745	PTH1R	
51809	GALNT7	
5355	PLP2	
5250	SLC25A3	
10417	SPON2	
6888	TALDO1	
9329	GTF3C4	
51313	GASK1B	
307	ANXA4	
26509	MYOF	
2805	GOT1	
55671	PPP4R3A	
10273	STUB1	
6184	RPN1	
25966	C2CD2	
5318	PKP2	
4837	NNMT	
3191	HNRNPL	
10554	AGPAT1	
54805	CNNM2	
54682	MANSC1	
1311	COMP	
8321	FZD1	
3421	IDH3G	
9619	ABCG1	
9218	VAPA	
60489	APOBEC3G	
6284	S100A13	
1356	CP	
3029	HAGH	
665	BNIP3L	
8431	NR0B2	
54906	TASOR2	
4199	ME1	
1475	CSTA	
79822	ARHGAP28	
1191	CLU	
10464	PIBF1	
5587	PRKD1	
51004	COQ6	
10227	SLC75A1	
7556	ZNF10	
56925	LXN	
1285	COL4A3	
57097	PARP11	
51279	C1RL	
55055	ZWILCH	
9229	DLGAP1	
6452	SH3BP2	
10307	APBB3	
5912	RAP2B	
6271	S100A1	
7184	HSP90B1	
79442	LRRC2	
5104	SERPINA5	
2571	GAD1	
1786	DNMT1	
8562	DENR	
1675	CFD	
5270	SERPINE2	
1491	CTH	
1945	EFNA4	
55737	VPS35	
5050	PAFAH1B3	
10179	RBM7	
5432	POLR2C	
9957	HS3ST1	
7741	ZSCAN26	
23351	KHNYN	
6777	STAT5B	
5445	PON2	
27090	ST6GALNAC4	
10171	RCL1	
26984	SEC22A	
27286	SRPX2	
347	APOD	
7076	TIMP1	
5999	RGS4	
23645	PPP1R15A	
9076	CLDN1	
4636	MYL5	
10981	RAB32	
645	BLVRB	
6867	TACC1	
63899	NSUN3	
27253	PCDH17	
6464	SHC1	
6450	SH3BGR	
51073	MRPL4	
58510	PRODH2	
221395	ADGRF5	
208	AKT2	
80273	GRPEL1	
3242	HPD	
6386	SDCBP	
1385	CREB1	
5709	PSMD3	
9777	TM9SF4	
8991	SELENBP1	
22808	MRAS	
10475	TRIM38	
2919	CXCL1	
2168	FABP1	
23119	HIC2	
79832	QSER1	
51324	SPG21	
1111	CHEK1	
10591	DNPH1	
7078	TIMP3	
259217	HSPA12A	
54930	HAUS4	
7975	MAFK	
10158	PDZK1IP1	
4790	NFKB1	
116984	ARAP2	
6355	CCL8	
527	ATP6V0C	
3422	IDI1	
3163	HMOX2	
11015	KDELR3	
4931	NVL	
7045	TGFBI	
10714	POLD3	
2353	FOS	
64940	STAG3L4	
100133941	CD24	
355	FAS	
302	ANXA2	
8724	SNX3	
2948	GSTM4	
718	C3	
7376	NR1H2	
8178	ELL	
55422	ZNF331	
5519	PPP2R1B	
4267	CD99	
25793	FBXO7	
22924	MAPRE3	
10486	CAP2	
549	AUH	
4050	LTB	
10994	HACL2	
10795	ZNF268	
29956	CERS2	
4281	MID1	
1632	ECI1	
221981	THSD7A	
85458	DIXDC1	
26059	ERC2	
374291	NDUFS7	
1794	DOCK2	
51284	TLR7	
64231	MS4A6A	
6282	S100A11	
113	ADCY7	
4059	BCAM	
4067	LYN	
55196	RESF1	
222161	DKFZP586I1420	
582	BBS1	
55654	TMEM127	
10841	FTCD	
9376	SLC22A8	
85377	MICALL1	
25875	LETMD1	
51368	TEX264	
200316	APOBEC3F	
56934	CA10	
2907	GRINA	
25828	TXN2	
11346	SYNPO	
1591	CYP24A1	
10426	TUBGCP3	
10137	RBM12	
3696	ITGB8	
4494	MT1F	
10568	SLC34A2	
2010	EMD	
10209	EIF1	
3226	HOXC10	
196	AHR	
757	TMEM50B	
6646	SOAT1	
8395	PIP5K1B	
29978	UBQLN2	
60492	CCDC90B	
10205	MPZL2	
960	CD44	
1515	CTSV	
64864	RFX7	
5175	PECAM1	
2339	FNTA	
25896	INTS7	
57502	NLGN4X	
9737	GPRASP1	
7305	TYROBP	
10490	VTI1B	
5305	PIP4K2A	
60343	FAM3A	
37	ACADVL	
64130	LIN7B	
23344	ESYT1	
25790	CFAP45	
6584	SLC22A5	
10051	SMC4	
962	CD48	
729230	CCR2	
51380	CSAD	
26228	STAP1	
55177	RMDN3	
1476	CSTB	
56998	CTNNBIP1	
51226	COPZ2	
6019	RLN2	
9124	PDLIM1	
55840	EAF2	
379	ARL4D	
10472	ZBTB18	
2896	GRN	
51202	DDX47	
56302	TRPV5	
55753	OGDHL	
55268	ECHDC2	
9987	HNRNPDL	
27429	HTRA2	
55776	SAYSD1	
51075	TMX2	
4856	CCN3	
9411	ARHGAP29	
23682	RAB38	
1277	COL1A1	
7297	TYK2	
4792	NFKBIA	
9788	MTSS1	
4082	MARCKS	
80271	ITPKC	
10109	ARPC2	
51433	ANAPC5	
9687	GREB1	
1577	CYP3A5	
3200	HOXA3	
7512	XPNPEP2	
1602	DACH1	
5438	POLR2I	
7327	UBE2G2	
3032	HADHB	
553115	PEF1	
7324	UBE2E1	
6431	SRSF6	
5218	CDK14	
79642	ARSJ	
285203	EOGT	
23513	SCRIB	
4713	NDUFB7	
5589	PRKCSH	
9056	SLC7A7	
27252	KLHL20	
1368	CPM	
5001	ORC5	
1468	SLC25A10	
3113	HLA-DPA1	
57228	SMAGP	
167227	DCP2	
23412	COMMD3	
5360	PLTP	
2273	FHL1	
891	CCNB1	
6776	STAT5A	
9842	PLEKHM1	
79639	TMEM53	
9356	SLC22A6	
7167	TPI1	
8566	PDXK	
4634	MYL3	
10682	EBP	
5991	RFX3	
80196	RNF34	
23555	TSPAN15	
1043	CD52	
55049	REX1BD	
55024	BANK1	
7754	ZNF204P	
2213	FCGR2B	
55589	BMP2K	
4208	MEF2C	
1281	COL3A1	
5213	PFKM	
767	CA8	
2123	EVI2A	
5094	PCBP2	
25940	TSLIG3A	
5037	PEBP1	
3428	IFI16	
22	ABCB7	
9289	ADGRG1	
9180	OSMR	
29760	BLNK	
474344	GIMAP6	
1942	EFNA1	
79961	DENND2D	
87	ACTN1	
57599	WDR48	
81493	SYNC	
81890	QTRT1	
2770	GNAI1	
54681	P4HTM	
54680	ZNHIT6	
2104	ESRRG	
27089	UQCRQ	
2115	ETV1	
54454	ATAD2B	
4311	MME	
1460	CSNK2B	
64321	SOX17	
2819	GPD1	
27124	INPP5J	
6928	HNF1B	
3915	LAMC1	
26002	MOXD1	
51637	RTRAF	
9925	ZBTB5	
54839	LRRC49	
5129	CDK18	
729991	BORCS8	
7103	TSPAN8	
9194	SLC16A7	
192286	HIGD2A	
9794	MAML1	
55707	NECAP2	
4543	MTNR1A	
55016	MARCHF1	
10243	GPHN	
8501	SLC43A1	
51497	NELFCD	
79676	OGFOD2	
51316	PLAC8	
3033	HADH	
948	CD36	
55303	GIMAP4	
1474	CST6	
5362	PLXNA2	
9678	PHF14	
523	ATP6V1A	
64429	ZDHHC6	
1329	COX5B	
7374	UNG	
26268	FBXO9	
55228	PNMA8A	
51116	MRPS2	
1807	DPYS	
79858	NEK11	
3419	IDH3A	
1741	DLG3	
2203	FBP1	
6747	SSR3	
23322	RPGRIP1L	
345	APOC3	
3418	IDH2	
6605	SMARCE1	
9397	NMT2	
8317	CDC7	
4967	OGDH	
266655	BRD3OS	
2729	GCLC	
9787	DLGAP5	
138046	RALYL	
770	CA11	
22977	AKR7A3	
810	CALML3	
963	CD53	
8477	GPR65	
2247	FGF2	
51054	PLEKHA8P1	
6690	SPINK1	
4745	NELL1	
79789	CLMN	
5447	POR	
6687	SPG7	
10422	UBAC1	
23636	NUP62	
84302	PGAP4	
3613	IMPA2	
55843	ARHGAP15	
79899	PRR5L	
22823	MTF2	
26589	MRPL46	
79746	ECHDC3	
9134	CCNE2	
9632	SEC24C	
147	ADRA1B	
53829	P2RY13	
27440	HDHD5	
9759	HDAC4	
7866	IFRD2	
754	PTTG1IP	
79090	TRAPPC6A	
57613	FAM234B	
6363	CCL19	
3437	IFIT3	
445	ASS1	
2335	FN1	
5431	POLR2B	
7561	ZNF14	
5184	PEPD	
4601	MXI1	
81608	FIP1L1	
55450	CAMK2N1	
10186	LHFPL6	
2644	GCHFR	
8683	SRSF9	
11334	TUSC2	
3614	IMPDH1	
64421	DCLRE1C	
5742	PTGS1	
81609	SNX27	
1188	CLCNKB	
60314	MYG1	
443	ASPA	
5378	PMS1	
8645	KCNK5	
4929	NR4A2	
25829	TMEM184B	
27237	ARHGEF16	
5151	PDE8A	
9815	GIT2	
7052	TGM2	
7100	TLR5	
9760	TOX	
3484	IGFBP1	
79621	RNASEH2B	
10462	CLEC10A	
5698	PSMB9	
6119	RPA3	
81031	SLC2A10	
79602	ADIPOR2	
81831	NETO2	
55332	DRAM1	
4595	MUTYH	
9521	EEF1E1	
10193	RNF41	
91807	MYLK3	
8802	SUCLG1	
23516	SLC39A14	
51303	FKBP11	
51306	FAM13B	
9477	MED20	
2039	DMTN	
192670	AGO4	
51078	THAP4	
10487	CAP1	
9410	SNRNP40	
79575	ABHD8	
10765	KDM5B	
55656	INTS8	
9976	CLEC2B	
55273	TMEM100	
23543	RBFOX2	
26097	CHTOP	
1439	CSF2RB	
11078	TRIOBP	
8891	EIF2B3	
9697	TRAM2	
6332	SCN7A	
2230	FDX1	
4144	MAT2A	
8161	COIL	
9585	KIF20B	
24145	PANX1	
56829	ZC3HAV1	
9469	CHST3	
9858	PPP1R26	
79979	TRMT2B	
26133	TRPC4AP	
2993	GYPA	
3109	HLA-DMB	
23093	TTLL5	
4828	NMB	
5636	PRPSAP2	
55604	CARMIL1	
54969	HPF1	
54809	SAMD9	
6832	SUPV3L1	
124565	SLC38A10	
25800	SLC39A6	
3241	HPCAL1	
80025	PANK2	
8861	LDB1	
8540	AGPS	
51727	CMPK1	
2120	ETV6	
6430	SRSF5	
3108	HLA-DMA	
894	CCND2	
2533	FYB1	
7130	TNFAIP6	
51621	KLF13	
51134	CEP83	
5980	REV3L	
2965	GTF2H1	
2743	GLRB	
273	AMPH	
7088	TLE1	
11118	BTN3A2	
79132	DHX58	
54914	FOCAD	
9531	BAG3	
55035	NOL8	
55872	PBK	
51085	MLXIPL	
581	BAX	
4886	NPY1R	
22994	CEP131	
10322	SMYD5	
23053	ZSWIM8	
2153	F5	
4071	TM4SF1	
10402	ST3GAL6	
10113	PREB	
149986	LSM14B	
4818	NKG7	
26168	SENP3	
4690	NCK1	
11322	TMC6	
10274	STAG1	
59338	PLEKHA1	
27175	TUBG2	
7867	MAPKAPK3	
80823	GPRASP3	
8996	NOL3	
27254	CSDC2	
54504	CPVL	
57018	CCNL1	
6890	TAP1	
28955	DEXI	
350	APOH	
7529	YWHAB	
55281	TMEM140	
1503	CTPS1	
5880	RAC2	
1952	CELSR2	
7180	CRISP2	
6546	SLC8A1	
3673	ITGA2	
5106	PCK2	
6366	CCL21	
3376	IARS1	
154	ADRB2	
3398	ID2	
847	CAT	
9344	TAOK2	
7098	TLR3	
10587	TXNRD2	
1014	CDH16	
1030	CDKN2B	
56895	AGPAT4	
51067	YARS2	
10579	TACC2	
2852	GPER1	
6338	SCNN1B	
3486	IGFBP3	
114876	OSBPL1A	
6462	SHBG	
3773	KCNJ16	
8460	TPST1	
10758	TRAF3IP2	
23503	ZFYVE26	
6035	RNASE1	
2124	EVI2B	
81033	KCNH6	
4704	NDUFA9	
23677	SH3BP4	
51177	PLEKHO1	
56937	PMEPA1	
80231	TASL	
10767	HBS1L	
2791	GNG11	
80230	RUFY1	
79739	TTLL7	
79682	CENPU	
517	ATP5MC2	
2947	GSTM3	
23076	RRP1B	
9362	CPNE6	
6672	SP100	
54881	TEX10	
100506469	TMEM147-AS1	
3068	HDGF	
10885	WDR3	
25819	NOCT	
11243	PMF1	
51290	ERGIC2	
2252	FGF7	
51449	PCYOX1	
54843	SYTL2	
90121	TSR2	
9819	TSC22D2	
11133	KPTN	
7570	ZNF22	
64393	ZMAT3	
55734	ZFP64	
1160	CKMT2	
55062	WIPI1	
2191	FAP	
2207	FCER1G	
4782	NFIC	
189	AGXT	
81894	SLC25A28	
2938	GSTA1	
65003	MRPL11	
79135	APOO	
977	CD151	
7738	ZNF184	
54205	CYCS	
10130	PDIA6	
23051	ZHX3	
95681	CEP41	
3001	GZMA	
23302	WSCD1	
55353	LAPTM4B	
7164	TPD52L1	
6117	RPA1	
55094	GPATCH1	
2444	FRK	
79629	OCEL1	
51735	RAPGEF6	
11123	RCAN3	
221	ALDH3B1	
51375	SNX7	
5625	PRODH	
4238	MFAP3	
1209	CLPTM1	
8837	CFLAR	
1891	ECH1	
79023	NUP37	
11082	ESM1	
3665	IRF7	
10577	NPC2	
8942	KYNU	
3587	IL10RA	
4076	CAPRIN1	
92342	METTL18	
64175	P3H1	
23585	TMEM50A	
9256	TSPOAP1	
50856	CLEC4A	
10552	ARPC1A	
11331	PHB2	
9073	CLDN8	
1783	DYNC1LI2	
91746	YTHDC1	
55506	MACROH2A2	
2968	GTF2H4	
1836	SLC26A2	
3119	HLA-DQB1	
64771	ILRUN	
79758	DHRS12	
3371	TNC	
4287	ATXN3	
5947	RBP1	
51379	CRLF3	
912	CD1D	
23313	KIAA0930	
4332	MNDA	
64132	XYLT2	
2634	GBP2	
51363	CHST15	
5435	POLR2F	
6484	ST3GAL4	
8905	AP1S2	
7127	TNFAIP2	
28984	RGCC	
4086	SMAD1	
5188	GATB	
51181	DCXR	
2526	FUT4	
1230	CCR1	
2113	ETS1	
11167	FSTL1	
25915	NDUFAF3	
10935	PRDX3	
55214	P3H2	
53827	FXYD5	
54828	BCAS3	
23135	KDM6B	
1740	DLG2	
4701	NDUFA7	
64061	TSPYL2	
23648	SSBP3	
23072	HECW1	
6540	SLC6A13	
29088	MRPL15	
3043	HBB	
57102	FERRY3	
6793	STK10	
3373	HYAL1	
6182	MRPL12	
11340	EXOSC8	
5652	PRSS8	
7284	TUFM	
784	CACNB3	
10383	TUBB4B	
3275	PRMT2	
80228	ORAI2	
80199	FUZ	
2690	GHR	
53335	BCL11A	
5507	PPP1R3C	
5588	PRKCQ	
3269	HRH1	
55164	SHQ1	
6569	SLC34A1	
79568	MAIP1	
22864	R3HDM2	
2000	ELF4	
8436	CAVIN2	
7442	TRPV1	
5788	PTPRC	
50	ACO2	
6622	SNCA	
6390	SDHB	
8605	PLA2G4C	
8448	DOC2A	
22918	CD93	
3122	HLA-DRA	
79133	NDUFAF5	
1051	CEBPB	
27183	VPS4A	
7070	THY1	
27034	ACAD8	
55020	TTC38	
55816	DOK5	
5993	RFX5	
84722	PSRC1	
5209	PFKFB3	
53373	TPCN1	
9960	USP3	
10581	IFITM2	
51733	UPB1	
783	CACNB2	
4901	NRL	
1178	CLC	
55813	UTP6	
79155	TNIP2	
3936	LCP1	
80036	TRPM3	
9242	MSC	
2101	ESRRA	
84981	MIR22HG	
10123	ARL4C	
3549	IHH	
8439	NSMAF	
55105	GPATCH2	
1797	DXO	
51267	CLEC1A	
51560	RAB6B	
23116	TOGARAM1	
4056	LTC4S	
48	ACO1	
10524	KAT5	
79726	WDR59	
6522	SLC4A2	
11253	MAN1B1	
5279	PIGC	
10553	HTATIP2	
7097	TLR2	
23333	DPY19L1	
10279	PRSS16	
7903	ST8SIA4	
3112	HLA-DOB	
3454	IFNAR1	
482	ATP1B2	
3431	SP110	
4247	MGAT2	
2936	GSR	
30000	TNPO2	
55763	EXOC1	
9133	CCNB2	
3820	KLRB1	
3676	ITGA4	
23549	DNPEP	
9232	PTTG1	
501	ALDH7A1	
3560	IL2RB	
55127	HEATR1	
54963	UCKL1	
10695	CNPY3	
2863	GPR39	
51715	RAB23	
6001	RGS10	
54834	GDAP2	
4723	NDUFV1	
6434	TRA2B	
150	ADRA2A	
3908	LAMA2	
9710	GARRE1	
51311	TLR8	
79849	NHERF4	
4254	KITLG	
8444	DYRK3	
51606	ATP6V1H	
6750	SST	
83714	NRIP2	
8490	RGS5	
9727	RAB11FIP3	
8668	EIF3I	
10346	TRIM22	
996	CDC27	
9698	PUM1	
2014	EMP3	
54431	DNAJC10	
23269	MGA	
10409	BASP1	
1892	ECHS1	
864	RUNX3	
11236	RNF139	
4706	NDUFAB1	
65109	UPF3B	
79762	C1orf115	
3249	HPN	
4779	NFE2L1	
30833	NT5C	
26145	IRF2BP1	
670	BPHL	
285527	FRYL	
5830	PEX5	
8519	IFITM1	
5256	PHKA2	
9871	SEC24D	
1958	EGR1	
9586	CREB5	
8754	ADAM9	
7873	MANF	
8825	LIN7A	
64783	RBM15	
1983	EIF5	
10152	ABI2	
10225	CD96	
6927	HNF1A	
54606	DDX56	
28444	IGHV3-21	
304	ANXA2P2	
572	BAD	
2882	GPX7	
10687	PNMA2	
9667	SAFB2	
5578	PRKCA	
51435	SCARA3	
9648	GCC2	
26353	HSPB8	
6478	SIAH2	
8228	PNPLA4	
23263	MCF2L	
4065	LY75	
1033	CDKN3	
54509	RHOF	
25937	WWTR1	
9219	MTA2	
4542	MYO1F	
22832	CEP162	
10067	SCAMP3	
10421	CD2BP2	
9358	ITGBL1	
3111	HLA-DOA	
57188	ADAMTSL3	
9682	KDM4A	
593	BCKDHA	
63933	MCUR1	
11332	ACOT7	
217	ALDH2	
51063	CALHM2	
50861	STMN3	
8225	GTPBP6	
50809	HP1BP3	
7133	TNFRSF1B	
4162	MCAM	
213	ALB	
26519	TIMM10	
56980	PRDM10	
51780	KDM3B	
1316	KLF6	
29919	RMC1	
29927	SEC61A1	
1646	AKR1C2	
21	ABCA3	
55658	RNF126	
57402	S100A14	
5412	UBL3	
140597	TCEAL2	
55109	AGGF1	
8775	NAPA	
9716	AQR	
